job_title,company_name,location,city,experience,salary,skills,job_description,job_domain,job_type,date_posted,source_portal,experience_years,salary_annual_inr
Business Analyst Intern,DigiGrowth Solutions,"Surat, Gujarat, India (Work From Office)",Surat,1-3 years,"₹30,000/month","Product Thinking, JIRA, Agile Basics","Exciting 12 Months internship at our Surat office! Learn Product Thinking, JIRA, Agile Basics on real projects. PPO for outstanding performers.",Product Management,Full-time,2026-01-26,Internshala,1.0,
Product Design Intern,DigiGrowth Solutions,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹8,000/month","Figma, Adobe XD, Canva","Exciting 2 Months internship at our Surat office! Learn Figma, Adobe XD, Canva on real projects. PPO for outstanding performers.",UI / UX Design,Contract,2026-03-12,Internshala,0.0,
Machine Learning Intern,Growthify Digital,"Surat, Gujarat, India (Work From Office)",Surat,1-3 years,"₹21,500/month","Python, Pandas, NumPy, Matplotlib","We are looking for a passionate Machine Learning Intern in Surat. Great opportunity for students to gain hands-on experience with Python, Pandas, NumPy. Certificate provided.",Data Science,Full-time,2026-02-09,Internshala,1.0,
CI/CD Intern,PixelMind Technologies,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹9,500/month (Stipend)","Linux, Bash, Git, Docker Basics","We are looking for a passionate CI/CD Intern in Surat. Great opportunity for students to gain hands-on experience with Linux, Bash, Git. Certificate provided.",DevOps,Internship,2026-02-02,Internshala,0.0,
Backend Development Intern,ZeroToOne Labs,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹8,000/month (Stipend)","C++, DSA, OOP, Linux","We are looking for a passionate Backend Development Intern in Surat. Great opportunity for students to gain hands-on experience with C++, DSA, OOP. Certificate provided.",Software Development,Internship,2026-03-09,Internshala,0.0,
Helpdesk Intern,ZeroToOne Labs,"Surat, Gujarat, India (Work From Office)",Surat,1-3 years,"₹23,500/month","Linux, Troubleshooting, MS Office","Join our startup as Helpdesk Intern and learn Linux, Troubleshooting, MS Office from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",Technical Support / IT Operations,Full-time,2026-01-27,Internshala,1.0,
Java Developer Intern,MindBridge IT,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹8,000/month (Stipend)","Java, OOP, Data Structures, MySQL","We are looking for a passionate Java Developer Intern in Surat. Great opportunity for students to gain hands-on experience with Java, OOP, Data Structures. Certificate provided.",Software Development,Internship,2026-03-19,Internshala,0.0,
Power BI Intern,Growthify Digital,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹23,000/month","Tableau, SQL, Excel, Google Sheets","Exciting 12 Months internship at our Surat office! Learn Tableau, SQL, Excel on real projects. PPO for outstanding performers.",Data Analytics,Part-time,2026-03-03,Internshala,0.0,
NLP Intern,MindBridge IT,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,Unpaid / Certificate Only,"Python, Machine Learning, scikit-learn, Pandas","Exciting 1 Month internship at our Surat office! Learn Python, Machine Learning, scikit-learn on real projects. PPO for outstanding performers.",Artificial Intelligence / Machine Learning,Part-time,2026-03-18,Internshala,0.0,
Manual Testing Intern,ClearCode Technologies,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹20,000/month (Stipend)","Selenium, Java, TestNG, JUnit","Exciting 3 Months internship at our Surat office! Learn Selenium, Java, TestNG on real projects. PPO for outstanding performers.",QA / Software Testing,Internship,2026-03-20,Internshala,0.0,
Hardware & Software Intern,PixelMind Technologies,"Surat, Gujarat, India (Work From Office)",Surat,1-3 years,"₹42,000/month","Arduino, C, Electronics Basics","Join our startup as Hardware & Software Intern and learn Arduino, C, Electronics Basics from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",Embedded Systems / IoT,Full-time,2026-02-20,Internshala,1.0,
Figma Design Intern,Nexus IT Hub,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹19,000/month","Figma, Prototyping, Wireframing","Join our startup as Figma Design Intern and learn Figma, Prototyping, Wireframing from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",UI / UX Design,Part-time,2026-03-06,Internshala,0.0,
Excel & Data Analyst Intern,DataHive Solutions,"Surat, Gujarat, India (Work From Home)",Surat,1-3 years,"₹15,000/month","Tableau, SQL, Excel, Google Sheets","We are looking for a passionate Excel & Data Analyst Intern in Surat. Great opportunity for students to gain hands-on experience with Tableau, SQL, Excel. Certificate provided.",Data Analytics,Full-time,2026-03-08,Internshala,1.0,
Web Development Intern,Nexus IT Hub,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹13,500/month (Stipend)","HTML, CSS, JavaScript, Bootstrap","We are looking for a passionate Web Development Intern in Surat. Great opportunity for students to gain hands-on experience with HTML, CSS, JavaScript. Certificate provided.",Web Development,Internship,2026-02-24,Internshala,0.0,
Power BI Intern,PixelMind Technologies,"Surat, Gujarat, India (Work From Office)",Surat,1-3 years,"₹36,000/month","Excel, Power BI, SQL","Apply for Power BI Intern at our Surat company! Work on projects using Excel, Power BI, SQL. Duration: 1 Month. Stipend provided.",Data Analytics,Full-time,2026-03-08,Internshala,1.0,
Security Analyst Intern,TechSprint Labs,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹18,000/month","Network Security, Kali Linux, Nmap","Apply for Security Analyst Intern at our Surat company! Work on projects using Network Security, Kali Linux, Nmap. Duration: 6 Months. Stipend provided.",Cybersecurity,Part-time,2026-02-05,Internshala,0.0,
Network Engineering Intern,Nexus IT Hub,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹21,500/month","CCNA Basics, Cisco Packet Tracer, TCP/IP","Join our startup as Network Engineering Intern and learn CCNA Basics, Cisco Packet Tracer, TCP/IP from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",Network Engineering,Part-time,2026-03-13,Internshala,0.0,
Android Development Intern,Nexus IT Hub,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹7,000/month (Stipend)","React Native, JavaScript, Expo","Join our startup as Android Development Intern and learn React Native, JavaScript, Expo from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",Mobile App Development,Internship,2026-02-20,Internshala,0.0,
Junior Web Developer,SkyNet Solutions,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹15,500/month (Stipend)","PHP, MySQL, HTML, CSS, JavaScript","Apply for Junior Web Developer at our Surat company! Work on projects using PHP, MySQL, HTML. Duration: 12 Months. Stipend provided.",Web Development,Internship,2026-03-20,Internshala,0.0,
CCNA Trainee,WebCraft Agency,"Surat, Gujarat, India (Work From Office)",Surat,1-3 years,"₹30,000/month","Networking Fundamentals, Wireshark, Linux","Apply for CCNA Trainee at our Surat company! Work on projects using Networking Fundamentals, Wireshark, Linux. Duration: 2 Months. Stipend provided.",Network Engineering,Full-time,2026-03-10,Internshala,1.0,
Product Design Intern,PixelMind Technologies,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹18,500/month (Stipend)","Figma, Prototyping, Wireframing","Join our startup as Product Design Intern and learn Figma, Prototyping, Wireframing from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",UI / UX Design,Internship,2026-03-10,Internshala,0.0,
Junior Web Developer,SmartDev Solutions,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹15,500/month","Django, Python, HTML, CSS, SQLite","Join our startup as Junior Web Developer and learn Django, Python, HTML from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",Web Development,Part-time,2026-01-30,Internshala,0.0,
Full Stack Development Intern,SkyNet Solutions,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹11,000/month (Stipend)","PHP, MySQL, HTML, CSS, JavaScript","Apply for Full Stack Development Intern at our Surat company! Work on projects using PHP, MySQL, HTML. Duration: 6 Months. Stipend provided.",Web Development,Internship,2026-01-29,Internshala,0.0,
React Developer Intern,PixelMind Technologies,"Surat, Gujarat, India (Work From Home)",Surat,Fresher / 0-1 years,"₹27,500/month","PHP, MySQL, HTML, CSS, JavaScript","Apply for React Developer Intern at our Surat company! Work on projects using PHP, MySQL, HTML. Duration: 3 Months. Stipend provided.",Web Development,Full-time,2026-03-22,Internshala,0.0,
Data Science Intern,SmartDev Solutions,"Surat, Gujarat, India (Work From Office)",Surat,1-3 years,Unpaid / Certificate Only,"Python, TensorFlow, Keras, Pandas","Exciting 3 Months internship at our Surat office! Learn Python, TensorFlow, Keras on real projects. PPO for outstanding performers.",Data Science,Full-time,2026-03-21,Internshala,1.0,
Helpdesk Intern,SmartDev Solutions,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹6,500/month (Stipend)","Linux, Troubleshooting, MS Office","Exciting 2 Months internship at our Surat office! Learn Linux, Troubleshooting, MS Office on real projects. PPO for outstanding performers.",Technical Support / IT Operations,Internship,2026-03-03,Internshala,0.0,
Cloud Computing Intern,Nexus IT Hub,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹5,000/month","AWS Basics, S3, EC2, IAM","Exciting 12 Months internship at our Surat office! Learn AWS Basics, S3, EC2 on real projects. PPO for outstanding performers.",Cloud Computing,Contract,2026-02-18,Internshala,0.0,
MySQL Admin Intern,ZeroToOne Labs,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹11,500/month (Stipend)","PostgreSQL, SQL, Python","Exciting 2 Months internship at our Surat office! Learn PostgreSQL, SQL, Python on real projects. PPO for outstanding performers.",Database Administration,Internship,2026-03-17,Internshala,0.0,
Software Development Intern,DigiGrowth Solutions,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹15,500/month","C++, DSA, OOP, Linux","Join our startup as Software Development Intern and learn C++, DSA, OOP from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",Software Development,Part-time,2026-03-05,Internshala,0.0,
Power BI Intern,DataHive Solutions,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹49,000/month","Excel, Power BI, SQL","Apply for Power BI Intern at our Surat company! Work on projects using Excel, Power BI, SQL. Duration: 3 Months. Stipend provided.",Data Analytics,Full-time,2026-03-07,Internshala,0.0,
Full Stack Development Intern,Growthify Digital,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹18,000/month (Stipend)","PHP, MySQL, HTML, CSS, JavaScript","We are looking for a passionate Full Stack Development Intern in Surat. Great opportunity for students to gain hands-on experience with PHP, MySQL, HTML. Certificate provided.",Web Development,Internship,2026-02-23,Internshala,0.0,
AI/ML Intern,InnovateX Surat,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹8,000/month (Stipend)","Python, TensorFlow, Keras, Pandas","We are looking for a passionate AI/ML Intern in Surat. Great opportunity for students to gain hands-on experience with Python, TensorFlow, Keras. Certificate provided.",Data Science,Internship,2026-02-17,Internshala,0.0,
React Developer Intern,Growthify Digital,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹19,000/month (Stipend)","Django, Python, HTML, CSS, SQLite","We are looking for a passionate React Developer Intern in Surat. Great opportunity for students to gain hands-on experience with Django, Python, HTML. Certificate provided.",Web Development,Internship,2026-03-12,Internshala,0.0,
Python Developer Intern,Clickable Technologies,"Surat, Gujarat, India (Work From Home)",Surat,Fresher / 0-1 years,"₹19,500/month","Java, OOP, Data Structures, MySQL","Exciting 1 Month internship at our Surat office! Learn Java, OOP, Data Structures on real projects. PPO for outstanding performers.",Software Development,Part-time,2026-02-28,Internshala,0.0,
AI/ML Intern,DataHive Solutions,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹10,500/month","Python, TensorFlow, Keras, Pandas","Join our startup as AI/ML Intern and learn Python, TensorFlow, Keras from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",Data Science,Part-time,2026-02-15,Internshala,0.0,
Junior Data Analyst,DigiGrowth Solutions,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹9,500/month (Stipend)","Python, Pandas, Matplotlib, SQL","We are looking for a passionate Junior Data Analyst in Surat. Great opportunity for students to gain hands-on experience with Python, Pandas, Matplotlib. Certificate provided.",Data Analytics,Internship,2026-03-20,Internshala,0.0,
Junior Data Scientist,DigiGrowth Solutions,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹6,000/month (Stipend)","Python, Pandas, NumPy, Matplotlib","Join our startup as Junior Data Scientist and learn Python, Pandas, NumPy from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",Data Science,Internship,2026-02-08,Internshala,0.0,
Deep Learning Intern,StartupNest Surat,"Surat, Gujarat, India (Work From Office)",Surat,1-3 years,"₹29,000/month","Python, TensorFlow, Keras, NumPy","Exciting 2 Months internship at our Surat office! Learn Python, TensorFlow, Keras on real projects. PPO for outstanding performers.",Artificial Intelligence / Machine Learning,Full-time,2026-02-24,Internshala,1.0,
Java Developer Intern,Clickable Technologies,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹17,000/month (Stipend)","Java, OOP, Data Structures, MySQL","We are looking for a passionate Java Developer Intern in Surat. Great opportunity for students to gain hands-on experience with Java, OOP, Data Structures. Certificate provided.",Software Development,Internship,2026-02-28,Internshala,0.0,
AI Research Intern,WebCraft Agency,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹16,500/month","Python, TensorFlow, Keras, NumPy","Exciting 3 Months internship at our Surat office! Learn Python, TensorFlow, Keras on real projects. PPO for outstanding performers.",Artificial Intelligence / Machine Learning,Part-time,2026-02-02,Internshala,0.0,
Junior Web Developer,DigiGrowth Solutions,"Surat, Gujarat, India (Hybrid)",Surat,Fresher / 0-1 years,"₹19,000/month (Stipend)","React, HTML, CSS, JavaScript, Git","Exciting 6 Months internship at our Surat office! Learn React, HTML, CSS on real projects. PPO for outstanding performers.",Web Development,Internship,2026-03-11,Internshala,0.0,
Salesforce Intern,CodeCraft Studio,"Surat, Gujarat, India (Work From Office)",Surat,Fresher / 0-1 years,"₹5,500/month (Stipend)","Salesforce Basics, CRM Concepts","Join our startup as Salesforce Intern and learn Salesforce Basics, CRM Concepts from industry experts in Surat. Friendly culture, mentorship, hands-on experience.",ERP / Enterprise Systems,Internship,2026-01-29,Internshala,0.0,
Junior Data Analyst,CodeCraft Studio,"Surat, Gujarat, India (Work From Home)",Surat,Fresher / 0-1 years,"₹18,000/month (Stipend)","Python, Pandas, Matplotlib, SQL","We are looking for a passionate Junior Data Analyst in Surat. Great opportunity for students to gain hands-on experience with Python, Pandas, Matplotlib. Certificate provided.",Data Analytics,Internship,2026-02-08,Internshala,0.0,
React Native Intern,PivotTech Gujarat,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,Unpaid / Certificate Only,"Android, Java, XML, Firebase","Apply for React Native Intern at our Ahmedabad company! Work on projects using Android, Java, XML. Duration: 3 Months. Stipend provided.",Mobile App Development,Internship,2026-03-20,Internshala,0.0,
Embedded Systems Intern,Technovia Consulting,"Ahmedabad, Gujarat, India (Work From Home)",Ahmedabad,Fresher / 0-1 years,"₹14,000/month (Stipend)","Arduino, C, Electronics Basics","Join our startup as Embedded Systems Intern and learn Arduino, C, Electronics Basics from industry experts in Ahmedabad. Friendly culture, mentorship, hands-on experience.",Embedded Systems / IoT,Internship,2026-02-08,Internshala,0.0,
Python Developer Intern,InnovateTech AMC,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,1-3 years,"₹26,500/month","C++, DSA, OOP, Linux","Apply for Python Developer Intern at our Ahmedabad company! Work on projects using C++, DSA, OOP. Duration: 3 Months. Stipend provided.",Software Development,Full-time,2026-03-15,Internshala,1.0,
Product Design Intern,DevMasters India,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹7,500/month (Stipend)","Product Thinking, JIRA, Agile Basics","Join our startup as Product Design Intern and learn Product Thinking, JIRA, Agile Basics from industry experts in Ahmedabad. Friendly culture, mentorship, hands-on experience.",Product Management,Internship,2026-02-24,Internshala,0.0,
Software Development Intern,Agilify Solutions,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,Fresher / 0-1 years,"₹5,000/month (Stipend)","Python, Flask, SQLite, REST API","Join our startup as Software Development Intern and learn Python, Flask, SQLite from industry experts in Ahmedabad. Friendly culture, mentorship, hands-on experience.",Software Development,Internship,2026-02-06,Internshala,0.0,
Product Design Intern,ScaleUp Solutions,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹19,000/month (Stipend)","Figma, Adobe XD, Canva","Apply for Product Design Intern at our Ahmedabad company! Work on projects using Figma, Adobe XD, Canva. Duration: 6 Months. Stipend provided.",UI / UX Design,Internship,2026-03-01,Internshala,0.0,
Deep Learning Intern,DigitalEdge Solutions,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,Fresher / 0-1 years,"₹12,000/month","Python, NLP, NLTK, spaCy","Exciting 3 Months internship at our Ahmedabad office! Learn Python, NLP, NLTK on real projects. PPO for outstanding performers.",Artificial Intelligence / Machine Learning,Contract,2026-02-16,Internshala,0.0,
Data Science Intern,Ahmedabad Startup Hub,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹7,000/month (Stipend)","Python, Pandas, NumPy, Matplotlib","Exciting 2 Months internship at our Ahmedabad office! Learn Python, Pandas, NumPy on real projects. PPO for outstanding performers.",Data Science,Internship,2026-01-23,Internshala,0.0,
Junior Web Developer,NexaCode Labs,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,1-3 years,"₹40,500/month","Django, Python, HTML, CSS, SQLite","Apply for Junior Web Developer at our Ahmedabad company! Work on projects using Django, Python, HTML. Duration: 2 Months. Stipend provided.",Web Development,Full-time,2026-02-01,Internshala,1.0,
AI/ML Intern,Agilify Solutions,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹15,000/month (Stipend)","Python, scikit-learn, Jupyter Notebook","Apply for AI/ML Intern at our Ahmedabad company! Work on projects using Python, scikit-learn, Jupyter Notebook. Duration: 2 Months. Stipend provided.",Data Science,Internship,2026-02-13,Internshala,0.0,
Computer Vision Intern,Technovia Consulting,"Ahmedabad, Gujarat, India (Work From Home)",Ahmedabad,Fresher / 0-1 years,"₹18,500/month (Stipend)","Python, NLP, NLTK, spaCy","Join our startup as Computer Vision Intern and learn Python, NLP, NLTK from industry experts in Ahmedabad. Friendly culture, mentorship, hands-on experience.",Artificial Intelligence / Machine Learning,Internship,2026-02-18,Internshala,0.0,
Ethical Hacking Intern,NexaCode Labs,"Ahmedabad, Gujarat, India (Work From Home)",Ahmedabad,Fresher / 0-1 years,"₹6,500/month (Stipend)","Ethical Hacking, Wireshark, Linux","Join our startup as Ethical Hacking Intern and learn Ethical Hacking, Wireshark, Linux from industry experts in Ahmedabad. Friendly culture, mentorship, hands-on experience.",Cybersecurity,Internship,2026-03-14,Internshala,0.0,
Cloud Support Intern,DataFirst Analytics,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹12,000/month (Stipend)","Azure Fundamentals, Cloud Concepts","Exciting 6 Months internship at our Ahmedabad office! Learn Azure Fundamentals, Cloud Concepts on real projects. PPO for outstanding performers.",Cloud Computing,Internship,2026-02-07,Internshala,0.0,
iOS Development Intern,DigitalEdge Solutions,"Ahmedabad, Gujarat, India (Work From Home)",Ahmedabad,1-3 years,"₹48,000/month","React Native, JavaScript, Expo","We are looking for a passionate iOS Development Intern in Ahmedabad. Great opportunity for students to gain hands-on experience with React Native, JavaScript, Expo. Certificate provided.",Mobile App Development,Full-time,2026-03-16,Internshala,1.0,
QA Intern,FutureBuild Technologies,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹17,500/month (Stipend)","Manual Testing, JIRA, Test Cases","Apply for QA Intern at our Ahmedabad company! Work on projects using Manual Testing, JIRA, Test Cases. Duration: 12 Months. Stipend provided.",QA / Software Testing,Internship,2026-02-14,Internshala,0.0,
Test Engineer Trainee,Ahmedabad Startup Hub,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,Fresher / 0-1 years,"₹7,000/month (Stipend)","Postman, API Testing, SQL","We are looking for a passionate Test Engineer Trainee in Ahmedabad. Great opportunity for students to gain hands-on experience with Postman, API Testing, SQL. Certificate provided.",QA / Software Testing,Internship,2026-02-01,Internshala,0.0,
Power BI Intern,FutureBuild Technologies,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,Fresher / 0-1 years,"₹22,000/month","Excel, Power BI, SQL","Apply for Power BI Intern at our Ahmedabad company! Work on projects using Excel, Power BI, SQL. Duration: 1 Month. Stipend provided.",Data Analytics,Part-time,2026-02-11,Internshala,0.0,
DevOps Intern,CloudNine Technologies,"Ahmedabad, Gujarat, India (Work From Home)",Ahmedabad,Fresher / 0-1 years,"₹20,000/month","Linux, Bash, Git, Docker Basics","Join our startup as DevOps Intern and learn Linux, Bash, Git from industry experts in Ahmedabad. Friendly culture, mentorship, hands-on experience.",DevOps,Full-time,2026-01-27,Internshala,0.0,
AI/ML Intern,Launchpad Technologies,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹8,500/month (Stipend)","Python, TensorFlow, Keras, Pandas","Apply for AI/ML Intern at our Ahmedabad company! Work on projects using Python, TensorFlow, Keras. Duration: 6 Months. Stipend provided.",Data Science,Internship,2026-02-07,Internshala,0.0,
Data Analytics Intern,QuantumLeap IT,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,Unpaid / Certificate Only,"Excel, Power BI, SQL","Exciting 6 Months internship at our Ahmedabad office! Learn Excel, Power BI, SQL on real projects. PPO for outstanding performers.",Data Analytics,Internship,2026-03-04,Internshala,0.0,
NLP Intern,Agilify Solutions,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,Fresher / 0-1 years,Unpaid / Certificate Only,"Python, NLP, NLTK, spaCy","Join our startup as NLP Intern and learn Python, NLP, NLTK from industry experts in Ahmedabad. Friendly culture, mentorship, hands-on experience.",Artificial Intelligence / Machine Learning,Contract,2026-02-17,Internshala,0.0,
UI/UX Design Intern,FutureBuild Technologies,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,Fresher / 0-1 years,"₹14,000/month (Stipend)","Figma, Adobe XD, Canva","Exciting 1 Month internship at our Ahmedabad office! Learn Figma, Adobe XD, Canva on real projects. PPO for outstanding performers.",UI / UX Design,Internship,2026-03-04,Internshala,0.0,
Ethical Hacking Intern,NexaCode Labs,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,Fresher / 0-1 years,Unpaid / Certificate Only,"Network Security, Kali Linux, Nmap","We are looking for a passionate Ethical Hacking Intern in Ahmedabad. Great opportunity for students to gain hands-on experience with Network Security, Kali Linux, Nmap. Certificate provided.",Cybersecurity,Part-time,2026-02-10,Internshala,0.0,
NLP Intern,Launchpad Technologies,"Ahmedabad, Gujarat, India (Work From Home)",Ahmedabad,Fresher / 0-1 years,"₹14,500/month (Stipend)","Python, NLP, NLTK, spaCy","Exciting 1 Month internship at our Ahmedabad office! Learn Python, NLP, NLTK on real projects. PPO for outstanding performers.",Artificial Intelligence / Machine Learning,Internship,2026-03-19,Internshala,0.0,
Ethical Hacking Intern,Ahmedabad Startup Hub,"Ahmedabad, Gujarat, India (Work From Home)",Ahmedabad,Fresher / 0-1 years,"₹14,000/month (Stipend)","Network Security, Kali Linux, Nmap","Exciting 2 Months internship at our Ahmedabad office! Learn Network Security, Kali Linux, Nmap on real projects. PPO for outstanding performers.",Cybersecurity,Internship,2026-02-19,Internshala,0.0,
AWS Cloud Intern,AI Garage Ahmedabad,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹5,500/month (Stipend)","Azure Fundamentals, Cloud Concepts","We are looking for a passionate AWS Cloud Intern in Ahmedabad. Great opportunity for students to gain hands-on experience with Azure Fundamentals, Cloud Concepts. Certificate provided.",Cloud Computing,Internship,2026-03-15,Internshala,0.0,
AI Research Intern,NexaCode Labs,"Ahmedabad, Gujarat, India (Work From Home)",Ahmedabad,Fresher / 0-1 years,"₹5,000/month (Stipend)","Python, NLP, NLTK, spaCy","Exciting 6 Months internship at our Ahmedabad office! Learn Python, NLP, NLTK on real projects. PPO for outstanding performers.",Artificial Intelligence / Machine Learning,Internship,2026-03-08,Internshala,0.0,
Backend Development Intern,BrainBox Labs,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,Fresher / 0-1 years,"₹9,000/month (Stipend)","C++, DSA, OOP, Linux","We are looking for a passionate Backend Development Intern in Ahmedabad. Great opportunity for students to gain hands-on experience with C++, DSA, OOP. Certificate provided.",Software Development,Internship,2026-02-12,Internshala,0.0,
Machine Learning Intern,Ahmedabad Startup Hub,"Ahmedabad, Gujarat, India (Work From Home)",Ahmedabad,Fresher / 0-1 years,"₹43,000/month","Python, Pandas, NumPy, Matplotlib","We are looking for a passionate Machine Learning Intern in Ahmedabad. Great opportunity for students to gain hands-on experience with Python, Pandas, NumPy. Certificate provided.",Data Science,Full-time,2026-03-10,Internshala,0.0,
SQL Developer Intern,AI Garage Ahmedabad,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,Fresher / 0-1 years,"₹19,000/month (Stipend)","Python, Pandas, PostgreSQL","Apply for SQL Developer Intern at our Ahmedabad company! Work on projects using Python, Pandas, PostgreSQL. Duration: 1 Month. Stipend provided.",Data Engineering,Internship,2026-03-09,Internshala,0.0,
Linux Admin Intern,DigitalEdge Solutions,"Ahmedabad, Gujarat, India (Work From Home)",Ahmedabad,Fresher / 0-1 years,"₹23,500/month","Docker, Jenkins, Git, Linux","Exciting 12 Months internship at our Ahmedabad office! Learn Docker, Jenkins, Git on real projects. PPO for outstanding performers.",DevOps,Full-time,2026-03-16,Internshala,0.0,
Data Analytics Intern,FutureBuild Technologies,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹9,000/month (Stipend)","Tableau, SQL, Excel, Google Sheets","Apply for Data Analytics Intern at our Ahmedabad company! Work on projects using Tableau, SQL, Excel. Duration: 1 Month. Stipend provided.",Data Analytics,Internship,2026-02-22,Internshala,0.0,
iOS Development Intern,Launchpad Technologies,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹4,000/month (Stipend)","React Native, JavaScript, Expo","We are looking for a passionate iOS Development Intern in Ahmedabad. Great opportunity for students to gain hands-on experience with React Native, JavaScript, Expo. Certificate provided.",Mobile App Development,Internship,2026-02-16,Internshala,0.0,
Salesforce Intern,Technovia Consulting,"Ahmedabad, Gujarat, India (Hybrid)",Ahmedabad,Fresher / 0-1 years,"₹15,000/month (Stipend)","SAP Basics, ERP Concepts, Excel","Join our startup as Salesforce Intern and learn SAP Basics, ERP Concepts, Excel from industry experts in Ahmedabad. Friendly culture, mentorship, hands-on experience.",ERP / Enterprise Systems,Internship,2026-03-23,Internshala,0.0,
Software Development Intern,QuantumLeap IT,"Ahmedabad, Gujarat, India (Work From Office)",Ahmedabad,Fresher / 0-1 years,Unpaid / Certificate Only,"C++, DSA, OOP, Linux","Apply for Software Development Intern at our Ahmedabad company! Work on projects using C++, DSA, OOP. Duration: 1 Month. Stipend provided.",Software Development,Part-time,2026-03-06,Internshala,0.0,
