job_title,company_name,location,city,experience,salary,skills,job_description,job_domain,job_type,date_posted,source_portal,experience_years,salary_annual_inr
React Native Developer,eClerx Services,"Vadodara, Gujarat, India",Vadodara,7-12 years,26.5-40.3 LPA,"Android, Kotlin, Java, Retrofit, Room, Jetpack Compose, Firebase","We are looking for a passionate React Native Developer with expertise in Android, Kotlin, Java to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Mobile App Development,Full-time,2026-01-30,Naukri,7.0,3340000.0
Threat Intelligence Analyst,Siemens IT,"Vadodara, Gujarat, India",Vadodara,4-6 years,12.2-18.8 LPA,"Cloud Security, AWS Security, Azure Sentinel, CSPM, CWPP, CASB","Join our growing team as a Threat Intelligence Analyst based in Vadodara. You will be responsible for building and maintaining high-quality software using Cloud Security, AWS Security, Azure Sentinel. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",Cybersecurity,Contract,2026-03-10,Naukri,4.0,1550000.0
Principal Engineer,GSFC IT Division,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.1-7.3 LPA,"Kotlin, Spring Boot, Coroutines, gRPC, PostgreSQL, Docker, Kubernetes","We are looking for a passionate Principal Engineer with expertise in Kotlin, Spring Boot, Coroutines to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Software Development,Full-time,2026-02-22,Naukri,1.0,569999.9999999999
Robotics Engineer,Gujarat Alkalies IT,"Vadodara, Gujarat, India",Vadodara,0-1 years,3.2-4.1 LPA,"FPGA, VHDL, Verilog, Xilinx, Vivado, Embedded Linux, Petalinux","Join our growing team as a Robotics Engineer based in Vadodara. You will be responsible for building and maintaining high-quality software using FPGA, VHDL, Verilog. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",Embedded Systems / IoT,Full-time,2026-01-25,Naukri,0.0,365000.0
QA Engineer,Eleation Softwares,"Vadodara, Gujarat, India",Vadodara,1-3 years,5.3-7.7 LPA,"JMeter, Performance Testing, Load Testing, Blazemeter, Gatling, k6","Join our growing team as a QA Engineer based in Vadodara. You will be responsible for building and maintaining high-quality software using JMeter, Performance Testing, Load Testing. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",QA / Software Testing,Full-time,2026-02-18,Naukri,1.0,650000.0
Embedded Software Engineer,Dhruva Infotech,"Vadodara, Gujarat, India",Vadodara,4-6 years,9.3-12.7 LPA,"Zephyr RTOS, Nordic, BLE, Zigbee, LoRa, IoT Security, MQTT","We are seeking an experienced Embedded Software Engineer to join our Vadodara technology team. You will design, develop, and maintain scalable solutions using Zephyr RTOS, Nordic, BLE. The ideal candidate brings strong problem-solving skills, clean coding practices, and experience working in an agile environment. Excellent communication and cross-team collaboration skills required.",Embedded Systems / IoT,Full-time,2026-01-29,Naukri,4.0,1100000.0
React Developer,GE Digital India,"Vadodara, Gujarat, India",Vadodara,7-10 years,31.0-38.3 LPA,"React, Redux, Node.js, GraphQL, MongoDB, Docker, AWS","We are looking for a passionate React Developer with expertise in React, Redux, Node.js to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Web Development,Full-time,2026-02-11,Naukri,0.0,3465000.0
Salesforce Developer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,5-7 years,Not Disclosed,"Oracle ERP, Oracle Fusion, PL/SQL, OAFWK, OAF, BI Publisher","As a Salesforce Developer at our Vadodara facility, you will work on cutting-edge projects using Oracle ERP, Oracle Fusion, PL/SQL. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",ERP / Enterprise Systems,Full-time,2026-02-06,Naukri,5.0,
Technical Support Analyst,Rolta India,"Vadodara, Gujarat, India",Vadodara,5-8 years,16.0-22.0 LPA,"IT Operations, ITSM, ServiceNow, Monitoring, Grafana, PagerDuty","We are looking for a passionate Technical Support Analyst with expertise in IT Operations, ITSM, ServiceNow to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Technical Support / IT Operations,Full-time,2026-01-23,Naukri,5.0,1900000.0
Embedded Linux Engineer,Softbenz Infosystems,"Vadodara, Gujarat, India",Vadodara,2-3 years,Not Disclosed,"FPGA, VHDL, Verilog, Xilinx, Vivado, Embedded Linux, Petalinux","As a Embedded Linux Engineer at our Vadodara facility, you will work on cutting-edge projects using FPGA, VHDL, Verilog. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",Embedded Systems / IoT,Full-time,2026-03-04,Naukri,2.0,
Senior DBA,GE Digital India,"Vadodara, Gujarat, India",Vadodara,3-5 years,7.5-14.0 LPA,"DynamoDB, DocumentDB, CosmosDB, AWS RDS, Cloud Databases, SQL","As a Senior DBA at our Vadodara facility, you will work on cutting-edge projects using DynamoDB, DocumentDB, CosmosDB. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",Database Administration,Full-time,2026-02-11,Naukri,3.0,1075000.0
Performance Test Engineer,eClerx Services,"Vadodara, Gujarat, India",Vadodara,2-4 years,11.4-14.5 LPA,"Karate Framework, Java, API Testing, Performance, BDD, Cucumber","As a Performance Test Engineer at our Vadodara facility, you will work on cutting-edge projects using Karate Framework, Java, API Testing. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",QA / Software Testing,Full-time,2026-02-16,Naukri,2.0,1295000.0
Oracle ERP Consultant,Essar IT,"Vadodara, Gujarat, India",Vadodara,2-3 years,5.0-7.3 LPA,"ServiceNow, ITSM, ITOM, HRSD, GRC, Flow Designer, Integration Hub","We are seeking an experienced Oracle ERP Consultant to join our Vadodara technology team. You will design, develop, and maintain scalable solutions using ServiceNow, ITSM, ITOM. The ideal candidate brings strong problem-solving skills, clean coding practices, and experience working in an agile environment. Excellent communication and cross-team collaboration skills required.",ERP / Enterprise Systems,Full-time,2026-02-22,Naukri,2.0,615000.0
Junior Data Analyst,Siemens IT,"Vadodara, Gujarat, India",Vadodara,5-8 years,14.5-24.7 LPA,"Excel, SQL, Power BI, Business Analysis, Requirements Gathering, JIRA","As a Junior Data Analyst at our Vadodara facility, you will work on cutting-edge projects using Excel, SQL, Power BI. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",Data Analytics,Full-time,2026-01-23,Naukri,5.0,1960000.0
API Test Engineer,Bank of Baroda IT,"Vadodara, Gujarat, India",Vadodara,2-4 years,10.0-12.5 LPA,"Cypress, JavaScript, Postman, API Testing, JIRA, BDD, Cucumber","As a API Test Engineer at our Vadodara facility, you will work on cutting-edge projects using Cypress, JavaScript, Postman. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",QA / Software Testing,Full-time,2026-03-10,Naukri,2.0,1125000.0
Reporting Analyst,GE Digital India,"Vadodara, Gujarat, India",Vadodara,3-5 years,Not Disclosed,"Metabase, SQL, Python, Google Analytics, A/B Testing, Mixpanel","Exciting opportunity for a talented Reporting Analyst at our Vadodara office. Working with Metabase, SQL, Python, you will contribute to challenging projects across diverse industry verticals. We value innovation, ownership, and continuous learning. Strong analytical skills and attention to detail are essential for success in this role.",Data Analytics,Full-time,2026-02-05,Naukri,3.0,
ML Engineer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,6-8 years,Not Disclosed,"Python, Machine Learning, Deep Learning, Computer Vision, OpenCV, YOLO","We are looking for a passionate ML Engineer with expertise in Python, Machine Learning, Deep Learning to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Artificial Intelligence / Machine Learning,Full-time,2026-03-02,Naukri,6.0,
Robotics Engineer,SCI Matrix Software,"Vadodara, Gujarat, India",Vadodara,6-8 years,16.7-25.6 LPA,"PLC Programming, SCADA, Industrial IoT, Siemens PLC, Wonderware","As a Robotics Engineer at our Vadodara facility, you will work on cutting-edge projects using PLC Programming, SCADA, Industrial IoT. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",Embedded Systems / IoT,Full-time,2026-03-10,Naukri,6.0,2115000.0
Senior Frontend Developer,GSFC IT Division,"Vadodara, Gujarat, India",Vadodara,4-6 years,7.0-15.0 LPA,"Ruby on Rails, PostgreSQL, Redis, Sidekiq, React, AWS, Docker","Join our growing team as a Senior Frontend Developer based in Vadodara. You will be responsible for building and maintaining high-quality software using Ruby on Rails, PostgreSQL, Redis. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",Web Development,Full-time,2026-02-03,Naukri,4.0,1100000.0
IT Support Engineer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,8-10 years,24.0-39.2 LPA,"Cloud Support, AWS, Azure, Kubernetes, Docker, Linux, Monitoring","As a IT Support Engineer at our Vadodara facility, you will work on cutting-edge projects using Cloud Support, AWS, Azure. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",Technical Support / IT Operations,Full-time,2026-01-23,Naukri,0.0,3160000.0
Analytics Consultant,Inteliment Technologies,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.3-6.8 LPA,"Looker, LookML, SQL, Python, BigQuery, Data Modeling, Visualization","We are seeking an experienced Analytics Consultant to join our Vadodara technology team. You will design, develop, and maintain scalable solutions using Looker, LookML, SQL. The ideal candidate brings strong problem-solving skills, clean coding practices, and experience working in an agile environment. Excellent communication and cross-team collaboration skills required.",Data Analytics,Full-time,2026-02-14,Naukri,1.0,555000.0
SAP Consultant,Alembic IT,"Vadodara, Gujarat, India",Vadodara,6-8 years,19.0-25.2 LPA,"SAP ABAP, SAP FICO, SAP SD, SAP MM, HANA, SAP Fiori","As a SAP Consultant at our Vadodara facility, you will work on cutting-edge projects using SAP ABAP, SAP FICO, SAP SD. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",ERP / Enterprise Systems,Full-time,2026-03-17,Naukri,6.0,2210000.0
Product Owner,eClerx Services,"Vadodara, Gujarat, India",Vadodara,1-2 years,Not Disclosed,"Product Analytics, Mixpanel, Amplitude, SQL, A/B Testing, Growth","Exciting opportunity for a talented Product Owner at our Vadodara office. Working with Product Analytics, Mixpanel, Amplitude, you will contribute to challenging projects across diverse industry verticals. We value innovation, ownership, and continuous learning. Strong analytical skills and attention to detail are essential for success in this role.",Product Management,Full-time,2026-03-09,Naukri,1.0,
Senior Flutter Developer,Bank of Baroda IT,"Vadodara, Gujarat, India",Vadodara,8-10 years,30.4-39.3 LPA,"Android, Kotlin, Java, Retrofit, Room, Jetpack Compose, Firebase","Exciting opportunity for a talented Senior Flutter Developer at our Vadodara office. Working with Android, Kotlin, Java, you will contribute to challenging projects across diverse industry verticals. We value innovation, ownership, and continuous learning. Strong analytical skills and attention to detail are essential for success in this role.",Mobile App Development,Full-time,2026-02-03,Naukri,0.0,3484999.9999999995
Web Application Developer,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,3.1-4.7 LPA,"FastAPI, Python, PostgreSQL, React, Docker, Kubernetes, JWT","Join our growing team as a Web Application Developer based in Vadodara. You will be responsible for building and maintaining high-quality software using FastAPI, Python, PostgreSQL. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",Web Development,Full-time,2026-03-21,Naukri,0.0,390000.00000000006
NLP Engineer,Inteliment Technologies,"Vadodara, Gujarat, India",Vadodara,2-3 years,Not Disclosed,"Python, NLP, BERT, GPT, Text Classification, spaCy, NLTK, Gensim","We are looking for a passionate NLP Engineer with expertise in Python, NLP, BERT to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Artificial Intelligence / Machine Learning,Full-time,2026-03-16,Naukri,2.0,
Software Architect,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,2.2-4.7 LPA,"Rust, WebAssembly, Systems Programming, Linux, C++, Performance","We are looking for a passionate Software Architect with expertise in Rust, WebAssembly, Systems Programming to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Software Development,Full-time,2026-02-19,Naukri,0.0,345000.0
Hardware Software Engineer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,2-3 years,6.2-8.4 LPA,"Embedded C, ARM Cortex, RTOS, Linux, Device Drivers, Yocto","Join our growing team as a Hardware Software Engineer based in Vadodara. You will be responsible for building and maintaining high-quality software using Embedded C, ARM Cortex, RTOS. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",Embedded Systems / IoT,Full-time,2026-03-12,Naukri,2.0,730000.0000000001
Lead Frontend Engineer,eClerx Services,"Vadodara, Gujarat, India",Vadodara,3-5 years,8.9-13.3 LPA,"Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript, Prisma","We are looking for a passionate Lead Frontend Engineer with expertise in Next.js, React, Node.js to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Web Development,Full-time,2026-01-25,Naukri,3.0,1110000.0000000002
Senior Software Engineer,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,3.7-5.0 LPA,"C#, .NET Core, ASP.NET, SQL Server, Angular, Entity Framework, Azure","We are seeking an experienced Senior Software Engineer to join our Vadodara technology team. You will design, develop, and maintain scalable solutions using C#, .NET Core, ASP.NET. The ideal candidate brings strong problem-solving skills, clean coding practices, and experience working in an agile environment. Excellent communication and cross-team collaboration skills required.",Software Development,Full-time,2026-03-16,Naukri,0.0,435000.0
QA Manager,Rolta India,"Vadodara, Gujarat, India",Vadodara,1-2 years,4.1-6.8 LPA,"Playwright, TypeScript, API Testing, CI/CD, GitHub Actions, Allure","Join our growing team as a QA Manager based in Vadodara. You will be responsible for building and maintaining high-quality software using Playwright, TypeScript, API Testing. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",QA / Software Testing,Full-time,2026-01-26,Naukri,1.0,544999.9999999999
SAP Basis Admin,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,2-4 years,8.3-13.1 LPA,"SAP ABAP, SAP FICO, SAP SD, SAP MM, HANA, SAP Fiori","We are looking for a passionate SAP Basis Admin with expertise in SAP ABAP, SAP FICO, SAP SD to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",ERP / Enterprise Systems,Full-time,2026-02-25,Naukri,2.0,1070000.0
FPGA Engineer,Dhruva Infotech,"Vadodara, Gujarat, India",Vadodara,5-7 years,Not Disclosed,"Embedded C, ARM Cortex, RTOS, Linux, Device Drivers, Yocto","We are looking for a passionate FPGA Engineer with expertise in Embedded C, ARM Cortex, RTOS to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Embedded Systems / IoT,Full-time,2026-02-06,Naukri,5.0,
Cloud Network Engineer,SCI Matrix Software,"Vadodara, Gujarat, India",Vadodara,6-8 years,16.3-27.7 LPA,"Palo Alto, Fortinet, Cisco ASA, Firewall, IDS/IPS, VPN, SSL","We are looking for a passionate Cloud Network Engineer with expertise in Palo Alto, Fortinet, Cisco ASA to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Network Engineering,Full-time,2026-01-25,Naukri,6.0,2200000.0
MS Dynamics Developer,Persistent Systems,"Vadodara, Gujarat, India",Vadodara,5-7 years,Not Disclosed,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP, Basis Admin","Join our growing team as a MS Dynamics Developer based in Vadodara. You will be responsible for building and maintaining high-quality software using SAP Basis, SAP Hana, SAP BW. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",ERP / Enterprise Systems,Full-time,2026-01-31,Naukri,5.0,
Senior Full Stack Developer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,1-2 years,5.0-8.0 LPA,"Ruby on Rails, PostgreSQL, Redis, Sidekiq, React, AWS, Docker","We are looking for a passionate Senior Full Stack Developer with expertise in Ruby on Rails, PostgreSQL, Redis to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Web Development,Full-time,2026-02-16,Naukri,1.0,650000.0
DevOps Architect,eClerx Services,"Vadodara, Gujarat, India",Vadodara,3-5 years,13.0-16.3 LPA,"Azure DevOps, Docker, Kubernetes, Terraform, ARM Templates, Ansible","We are seeking an experienced DevOps Architect to join our Vadodara technology team. You will design, develop, and maintain scalable solutions using Azure DevOps, Docker, Kubernetes. The ideal candidate brings strong problem-solving skills, clean coding practices, and experience working in an agile environment. Excellent communication and cross-team collaboration skills required.",DevOps,Full-time,2026-02-09,Naukri,3.0,1465000.0
Technical Support Analyst,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,2-4 years,10.9-12.8 LPA,"System Administrator, Linux, Windows, Networking, Shell Scripting, VMware","As a Technical Support Analyst at our Vadodara facility, you will work on cutting-edge projects using System Administrator, Linux, Windows. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",Technical Support / IT Operations,Full-time,2026-03-11,Naukri,2.0,1185000.0000000002
Power BI Developer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,1-2 years,Not Disclosed,"SQL, Excel, Google Data Studio, Python, Pandas, Matplotlib","Join our growing team as a Power BI Developer based in Vadodara. You will be responsible for building and maintaining high-quality software using SQL, Excel, Google Data Studio. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",Data Analytics,Full-time,2026-01-29,Naukri,1.0,
React Native Developer,Eleation Softwares,"Vadodara, Gujarat, India",Vadodara,1-2 years,4.9-8.5 LPA,"Flutter, Dart, Firebase, REST API, Android, iOS, GetX","We are looking for a passionate React Native Developer with expertise in Flutter, Dart, Firebase to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Mobile App Development,Full-time,2026-03-01,Naukri,1.0,670000.0
NoSQL Engineer,SCI Matrix Software,"Vadodara, Gujarat, India",Vadodara,1-2 years,4.9-7.7 LPA,"Elasticsearch, Kibana, OpenSearch, NoSQL, Full Text Search, Redis","We are seeking an experienced NoSQL Engineer to join our Vadodara technology team. You will design, develop, and maintain scalable solutions using Elasticsearch, Kibana, OpenSearch. The ideal candidate brings strong problem-solving skills, clean coding practices, and experience working in an agile environment. Excellent communication and cross-team collaboration skills required.",Database Administration,Contract,2026-03-01,Naukri,1.0,630000.0000000001
SAP Consultant,Essar IT,"Vadodara, Gujarat, India",Vadodara,2-4 years,10.7-13.8 LPA,"SAP BTP, SAP Integration Suite, MuleSoft, Dell Boomi, API Management","We are looking for a passionate SAP Consultant with expertise in SAP BTP, SAP Integration Suite, MuleSoft to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",ERP / Enterprise Systems,Full-time,2026-03-10,Naukri,2.0,1225000.0
Product Manager,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"Product Management, Agile, Scrum, JIRA, Roadmap, OKR, Confluence","Join our growing team as a Product Manager based in Vadodara. You will be responsible for building and maintaining high-quality software using Product Management, Agile, Scrum. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",Product Management,Full-time,2026-01-23,Naukri,1.0,
UI Developer,Eleation Softwares,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.7-7.1 LPA,"React, Node.js, JavaScript, HTML, CSS, MongoDB, Express.js","Join our growing team as a UI Developer based in Vadodara. You will be responsible for building and maintaining high-quality software using React, Node.js, JavaScript. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",Web Development,Contract,2026-01-25,Naukri,1.0,590000.0
SAP Consultant,Dhruva Infotech,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,3.4-4.1 LPA,"Salesforce, Apex, Lightning, Visualforce, CRM, SOQL, Integration","We are seeking an experienced SAP Consultant to join our Vadodara technology team. You will design, develop, and maintain scalable solutions using Salesforce, Apex, Lightning. The ideal candidate brings strong problem-solving skills, clean coding practices, and experience working in an agile environment. Excellent communication and cross-team collaboration skills required.",ERP / Enterprise Systems,Contract,2026-01-30,Naukri,0.0,375000.0
SAP Consultant,GE Digital India,"Vadodara, Gujarat, India",Vadodara,5-7 years,14.5-24.1 LPA,"Microsoft Dynamics 365, Power Platform, Power Apps, Power Automate, CRM","As a SAP Consultant at our Vadodara facility, you will work on cutting-edge projects using Microsoft Dynamics 365, Power Platform, Power Apps. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",ERP / Enterprise Systems,Full-time,2026-03-06,Naukri,5.0,1930000.0
API Test Engineer,GSFC IT Division,"Vadodara, Gujarat, India",Vadodara,2-3 years,5.9-6.9 LPA,"Cypress, JavaScript, Postman, API Testing, JIRA, BDD, Cucumber","We are looking for a passionate API Test Engineer with expertise in Cypress, JavaScript, Postman to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",QA / Software Testing,Full-time,2026-03-22,Naukri,2.0,640000.0
UI Developer,Bank of Baroda IT,"Vadodara, Gujarat, India",Vadodara,5-8 years,Not Disclosed,"Angular, TypeScript, Spring Boot, Java, MySQL, REST API","Exciting opportunity for a talented UI Developer at our Vadodara office. Working with Angular, TypeScript, Spring Boot, you will contribute to challenging projects across diverse industry verticals. We value innovation, ownership, and continuous learning. Strong analytical skills and attention to detail are essential for success in this role.",Web Development,Full-time,2026-01-24,Naukri,5.0,
Senior DBA,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,3.0-4.2 LPA,"MongoDB, Cassandra, Redis, NoSQL, Database Design, Sharding","Join our growing team as a Senior DBA based in Vadodara. You will be responsible for building and maintaining high-quality software using MongoDB, Cassandra, Redis. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",Database Administration,Full-time,2026-02-02,Naukri,0.0,360000.0
Software Developer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.1-8.6 LPA,"Node.js, TypeScript, Express, PostgreSQL, Redis, Docker, AWS","Join our growing team as a Software Developer based in Vadodara. You will be responsible for building and maintaining high-quality software using Node.js, TypeScript, Express. We offer a collaborative work environment, competitive compensation, and opportunities for professional growth. Experience with agile methodologies and CI/CD pipelines preferred.",Software Development,Full-time,2026-02-08,Naukri,1.0,635000.0
CCNA Engineer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,2-4 years,Not Disclosed,"Network Administration, Firewalls, VPN, LAN, WAN, VLAN, STP","We are seeking an experienced CCNA Engineer to join our Vadodara technology team. You will design, develop, and maintain scalable solutions using Network Administration, Firewalls, VPN. The ideal candidate brings strong problem-solving skills, clean coding practices, and experience working in an agile environment. Excellent communication and cross-team collaboration skills required.",Network Engineering,Full-time,2026-01-23,Naukri,2.0,
Scrum Master,Rolta India,"Vadodara, Gujarat, India",Vadodara,5-8 years,17.1-25.3 LPA,"Product Strategy, Market Research, OKRs, Confluence, Agile, Miro","We are looking for a passionate Scrum Master with expertise in Product Strategy, Market Research, OKRs to strengthen our Vadodara-based engineering team. You will architect and implement robust solutions that scale. Strong understanding of software design patterns, distributed systems, and best practices in software development required.",Product Management,Full-time,2026-03-24,Naukri,5.0,2120000.0000000005
CCNA Engineer,SCI Matrix Software,"Vadodara, Gujarat, India",Vadodara,2-4 years,8.3-12.4 LPA,"Juniper, CCNP, SD-WAN, Network Security, Wireshark, Python Netmiko","We are seeking an experienced CCNA Engineer to join our Vadodara technology team. You will design, develop, and maintain scalable solutions using Juniper, CCNP, SD-WAN. The ideal candidate brings strong problem-solving skills, clean coding practices, and experience working in an agile environment. Excellent communication and cross-team collaboration skills required.",Network Engineering,Contract,2026-01-23,Naukri,2.0,1035000.0
Senior Embedded Engineer,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,2-4 years,10.4-13.3 LPA,"Zephyr RTOS, Nordic, BLE, Zigbee, LoRa, IoT Security, MQTT","Exciting opportunity for a talented Senior Embedded Engineer at our Vadodara office. Working with Zephyr RTOS, Nordic, BLE, you will contribute to challenging projects across diverse industry verticals. We value innovation, ownership, and continuous learning. Strong analytical skills and attention to detail are essential for success in this role.",Embedded Systems / IoT,Full-time,2026-02-27,Naukri,2.0,1185000.0000000002
Staff Software Engineer,Gujarat Alkalies IT,"Vadodara, Gujarat, India",Vadodara,5-8 years,18.6-27.2 LPA,"Kotlin, Spring Boot, Coroutines, gRPC, PostgreSQL, Docker, Kubernetes","As a Staff Software Engineer at our Vadodara facility, you will work on cutting-edge projects using Kotlin, Spring Boot, Coroutines. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",Software Development,Full-time,2026-03-10,Naukri,5.0,2290000.0
Network Security Engineer,Inteliment Technologies,"Vadodara, Gujarat, India",Vadodara,3-5 years,9.5-14.3 LPA,"Juniper, CCNP, SD-WAN, Network Security, Wireshark, Python Netmiko","Exciting opportunity for a talented Network Security Engineer at our Vadodara office. Working with Juniper, CCNP, SD-WAN, you will contribute to challenging projects across diverse industry verticals. We value innovation, ownership, and continuous learning. Strong analytical skills and attention to detail are essential for success in this role.",Network Engineering,Full-time,2026-03-01,Naukri,3.0,1190000.0
IT Operations Engineer,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,2-4 years,7.1-11.9 LPA,"IT Operations, ITSM, ServiceNow, Monitoring, Grafana, PagerDuty","As a IT Operations Engineer at our Vadodara facility, you will work on cutting-edge projects using IT Operations, ITSM, ServiceNow. You will collaborate closely with product, design, and other engineering teams to deliver exceptional user experiences. We offer flexible work arrangements, stock options, and a culture that promotes work-life balance.",Technical Support / IT Operations,Full-time,2026-02-28,Naukri,2.0,950000.0
Node.js Developer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,5-7 years,Not Disclosed,"ASP.NET, C#, SQL Server, Angular, Entity Framework, Azure","Exciting opportunity for a talented Node.js Developer at our Vadodara office. Working with ASP.NET, C#, SQL Server, you will contribute to challenging projects across diverse industry verticals. We value innovation, ownership, and continuous learning. Strong analytical skills and attention to detail are essential for success in this role.",Web Development,Full-time,2026-02-19,Naukri,5.0,
