job_title,company_name,location,city,experience,salary,skills,job_description,job_domain,job_type,date_posted,source_portal,experience_years,salary_annual_inr
Frontend Developer,ValueSoft Technologies,"Surat, Gujarat, India",Surat,4-6 years,13.5-21.4 LPA,"React, Node.js, JavaScript, HTML, CSS, MongoDB","We are looking for a passionate Frontend Developer to join our growing team in Surat. You will work with React, Node.js, JavaScript and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Full-time,2026-02-03,Indeed,4.0,1745000.0
Backend Engineer,Infosys BPO,"Surat, Gujarat, India",Surat,4-6 years,16.7-18.1 LPA,"C#, .NET Core, ASP.NET, SQL Server, Angular","Seeking a motivated Backend Engineer to strengthen our Surat team. Experience with C#, .NET Core, ASP.NET is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Software Development,Full-time,2026-02-01,Glassdoor,4.0,1739999.9999999998
UI Designer,ValueSoft Technologies,"Surat, Gujarat, India",Surat,3-5 years,8.6-15.9 LPA,"Adobe Illustrator, Figma, Motion Design, Design Systems","Seeking a motivated UI Designer to strengthen our Surat team. Experience with Adobe Illustrator, Figma, Motion Design is mandatory. Participate in sprint planning, code reviews, and technical documentation.",UI / UX Design,Full-time,2026-02-09,Glassdoor,3.0,1225000.0
Interaction Designer,Softobiz Technologies,"Surat, Gujarat, India",Surat,1-3 years,Not Disclosed,"Figma, Adobe XD, Sketch, Prototyping, Wireframing","Join our dynamic IT team as a Interaction Designer. Responsibilities include designing, developing, and maintaining solutions using Figma, Adobe XD, Sketch. Be part of an innovative team solving real-world problems for enterprise clients.",UI / UX Design,Full-time,2026-02-11,Naukri,1.0,
SQL Server DBA,DigiPrima Technologies,"Surat, Gujarat, India",Surat,10+ years,36.9-55.7 LPA,"MongoDB, Cassandra, Redis, NoSQL, Database Design","Exciting opportunity for an experienced SQL Server DBA at our Surat office. The ideal candidate will have hands-on experience with MongoDB, Cassandra, Redis, excellent communication skills, and a track record of delivering projects on time.",Database Administration,Full-time,2026-01-04,Indeed,10.0,4630000.0
Interaction Designer,Synarion IT Solutions,"Surat, Gujarat, India",Surat,3-5 years,9.4-14.8 LPA,"Adobe Illustrator, Figma, Motion Design, Design Systems","We are looking for a passionate Interaction Designer to join our growing team in Surat. You will work with Adobe Illustrator, Figma, Motion Design and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",UI / UX Design,Part-time,2026-01-18,LinkedIn,3.0,1210000.0000000002
Platform Engineer,QSS Technosoft,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹7,062/month","GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","We are hiring a talented Platform Engineer for our Surat development centre. You will leverage your expertise in GitLab CI, Docker, AWS EKS to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",DevOps,Internship,2026-02-27,Glassdoor,0.0,84744.0
SQL Server DBA,Softobiz Technologies,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹16,643/month","SQL Server, SSRS, SSIS, T-SQL, Database Administration","We are hiring a talented SQL Server DBA for our Surat development centre. You will leverage your expertise in SQL Server, SSRS, SSIS to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Database Administration,Internship,2026-01-05,LinkedIn,0.0,199716.0
Lead Data Scientist,Softobiz Technologies,"Surat, Gujarat, India",Surat,7-10 years,Not Disclosed,"Python, scikit-learn, Statistical Analysis, A/B Testing, Pandas","We are looking for a passionate Lead Data Scientist to join our growing team in Surat. You will work with Python, scikit-learn, Statistical Analysis and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Science,Contract,2026-02-20,Naukri,0.0,
Oracle ERP Consultant,Infosys BPO,"Surat, Gujarat, India",Surat,7-10 years,27.1-43.7 LPA,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","Join our dynamic IT team as a Oracle ERP Consultant. Responsibilities include designing, developing, and maintaining solutions using SAP Basis, SAP Hana, SAP BW. Be part of an innovative team solving real-world problems for enterprise clients.",ERP / Enterprise Systems,Full-time,2026-02-15,Naukri,0.0,3540000.0000000005
Power BI Developer,Infosys BPO,"Surat, Gujarat, India",Surat,2-4 years,Not Disclosed,"Tableau, SQL, Python, Google Analytics, Looker","We are hiring a talented Power BI Developer for our Surat development centre. You will leverage your expertise in Tableau, SQL, Python to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Analytics,Part-time,2026-01-08,Glassdoor,2.0,
Network Administrator,HData Systems,"Surat, Gujarat, India",Surat,5-8 years,19.2-29.3 LPA,"Network Administration, Firewalls, VPN, LAN, WAN","Exciting opportunity for an experienced Network Administrator at our Surat office. The ideal candidate will have hands-on experience with Network Administration, Firewalls, VPN, excellent communication skills, and a track record of delivering projects on time.",Network Engineering,Full-time,2026-01-24,Glassdoor,5.0,2425000.0
UX Designer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,7-10 years,Not Disclosed,"Figma, User Research, Interaction Design, Usability Testing","Join our dynamic IT team as a UX Designer. Responsibilities include designing, developing, and maintaining solutions using Figma, User Research, Interaction Design. Be part of an innovative team solving real-world problems for enterprise clients.",UI / UX Design,Full-time,2026-03-05,Naukri,0.0,
Software Engineer,DigiPrima Technologies,"Surat, Gujarat, India",Surat,4-6 years,12.6-17.7 LPA,"Go, Microservices, Docker, PostgreSQL, gRPC","Exciting opportunity for an experienced Software Engineer at our Surat office. The ideal candidate will have hands-on experience with Go, Microservices, Docker, excellent communication skills, and a track record of delivering projects on time.",Software Development,Full-time,2026-01-03,Glassdoor,4.0,1514999.9999999998
ML Engineer,Arrant Technologies,"Surat, Gujarat, India",Surat,10+ years,39.2-62.8 LPA,"Python, ML Engineer, MLflow, Kubeflow, Feature Store","We are hiring a talented ML Engineer for our Surat development centre. You will leverage your expertise in Python, ML Engineer, MLflow to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Artificial Intelligence / Machine Learning,Contract,2026-01-30,Naukri,10.0,5100000.0
Tableau Developer,Tata Consultancy Services,"Surat, Gujarat, India",Surat,3-5 years,Not Disclosed,"Power BI, DAX, SQL Server, Excel, Power Query","Seeking a motivated Tableau Developer to strengthen our Surat team. Experience with Power BI, DAX, SQL Server is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Contract,2026-03-16,Indeed,3.0,
UI Designer,Infosys BPO,"Surat, Gujarat, India",Surat,4-6 years,Not Disclosed,"Figma, Adobe XD, Sketch, Prototyping, Wireframing","We are looking for a passionate UI Designer to join our growing team in Surat. You will work with Figma, Adobe XD, Sketch and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",UI / UX Design,Full-time,2026-02-15,Indeed,4.0,
DevOps Engineer,Arrant Technologies,"Surat, Gujarat, India",Surat,2-4 years,7.0-10.2 LPA,"CI/CD, GitHub Actions, Docker, Kubernetes, Prometheus, Grafana","Join our dynamic IT team as a DevOps Engineer. Responsibilities include designing, developing, and maintaining solutions using CI/CD, GitHub Actions, Docker. Be part of an innovative team solving real-world problems for enterprise clients.",DevOps,Part-time,2026-02-25,Naukri,2.0,860000.0
UI Designer,IndiaNIC Infotech,"Surat, Gujarat, India",Surat,1-3 years,5.9-8.0 LPA,"Adobe Illustrator, Figma, Motion Design, Design Systems","Seeking a motivated UI Designer to strengthen our Surat team. Experience with Adobe Illustrator, Figma, Motion Design is mandatory. Participate in sprint planning, code reviews, and technical documentation.",UI / UX Design,Part-time,2026-01-05,Glassdoor,1.0,695000.0
Senior Software Engineer,Technosoft Solutions,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,3.4-4.0 LPA,"Java, Spring Boot, Microservices, REST API, MySQL","We are looking for a passionate Senior Software Engineer to join our growing team in Surat. You will work with Java, Spring Boot, Microservices and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Software Development,Part-time,2026-01-29,Glassdoor,0.0,370000.0
BI Developer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,3-5 years,Not Disclosed,"Tableau, SQL, Python, Google Analytics, Looker","Exciting opportunity for an experienced BI Developer at our Surat office. The ideal candidate will have hands-on experience with Tableau, SQL, Python, excellent communication skills, and a track record of delivering projects on time.",Data Analytics,Part-time,2026-02-13,Naukri,3.0,
Big Data Engineer,Infosys BPO,"Surat, Gujarat, India",Surat,4-6 years,12.1-19.9 LPA,"PySpark, Databricks, Snowflake, dbt, BigQuery, Python","Seeking a motivated Big Data Engineer to strengthen our Surat team. Experience with PySpark, Databricks, Snowflake is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Engineering,Contract,2026-02-06,Indeed,4.0,1600000.0
Full Stack Developer,Tata Consultancy Services,"Surat, Gujarat, India",Surat,5-8 years,21.9-27.0 LPA,"Vue.js, Laravel, PHP, MySQL, REST API, Docker","Seeking a motivated Full Stack Developer to strengthen our Surat team. Experience with Vue.js, Laravel, PHP is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Part-time,2026-01-06,Glassdoor,5.0,2445000.0
Angular Developer,Softobiz Technologies,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹12,455/month","PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","We are looking for a passionate Angular Developer to join our growing team in Surat. You will work with PHP, Laravel, MySQL and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Internship,2026-02-21,Indeed,0.0,149460.0
iOS Developer,IndiaNIC Infotech,"Surat, Gujarat, India",Surat,4-6 years,15.9-20.9 LPA,"React Native, JavaScript, Redux, Firebase, Expo","Join our dynamic IT team as a iOS Developer. Responsibilities include designing, developing, and maintaining solutions using React Native, JavaScript, Redux. Be part of an innovative team solving real-world problems for enterprise clients.",Mobile App Development,Full-time,2026-01-26,LinkedIn,4.0,1839999.9999999998
Deep Learning Engineer,Softobiz Technologies,"Surat, Gujarat, India",Surat,3-5 years,10.1-15.1 LPA,"Python, Machine Learning, Deep Learning, Computer Vision, OpenCV","Join our dynamic IT team as a Deep Learning Engineer. Responsibilities include designing, developing, and maintaining solutions using Python, Machine Learning, Deep Learning. Be part of an innovative team solving real-world problems for enterprise clients.",Artificial Intelligence / Machine Learning,Full-time,2026-02-17,LinkedIn,3.0,1260000.0
Angular Developer,Tata Consultancy Services,"Surat, Gujarat, India",Surat,1-3 years,5.1-6.5 LPA,"React, Node.js, JavaScript, HTML, CSS, MongoDB","Join our dynamic IT team as a Angular Developer. Responsibilities include designing, developing, and maintaining solutions using React, Node.js, JavaScript. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Contract,2026-02-15,LinkedIn,1.0,580000.0
Automation Test Engineer,DigiPrima Technologies,"Surat, Gujarat, India",Surat,5-8 years,Not Disclosed,"Selenium, Python, TestNG, JUnit, Automation Testing","Exciting opportunity for an experienced Automation Test Engineer at our Surat office. The ideal candidate will have hands-on experience with Selenium, Python, TestNG, excellent communication skills, and a track record of delivering projects on time.",QA / Software Testing,Full-time,2026-02-02,Glassdoor,5.0,
PHP Developer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,10+ years,49.3-65.0 LPA,"Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript","Join our dynamic IT team as a PHP Developer. Responsibilities include designing, developing, and maintaining solutions using Next.js, React, Node.js. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Full-time,2026-01-14,Indeed,10.0,5715000.0
Django Developer,WebMob Technologies,"Surat, Gujarat, India",Surat,1-3 years,4.6-7.3 LPA,"Django, Python, PostgreSQL, React, REST API","We are hiring a talented Django Developer for our Surat development centre. You will leverage your expertise in Django, Python, PostgreSQL to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Full-time,2026-01-22,Glassdoor,1.0,594999.9999999999
Flutter Developer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,10+ years,Not Disclosed,"Android, Kotlin, Java, Retrofit, Room, Jetpack","We are hiring a talented Flutter Developer for our Surat development centre. You will leverage your expertise in Android, Kotlin, Java to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Mobile App Development,Contract,2026-01-21,Glassdoor,10.0,
DevOps Engineer,Dev Technosys,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹9,620/month","GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","Exciting opportunity for an experienced DevOps Engineer at our Surat office. The ideal candidate will have hands-on experience with GitLab CI, Docker, AWS EKS, excellent communication skills, and a track record of delivering projects on time.",DevOps,Internship,2026-01-31,Naukri,0.0,115440.0
Backend Developer,ValueSoft Technologies,"Surat, Gujarat, India",Surat,5-8 years,16.6-28.7 LPA,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","We are looking for a passionate Backend Developer to join our growing team in Surat. You will work with PHP, Laravel, MySQL and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Part-time,2026-01-01,Glassdoor,5.0,2265000.0
DevOps Engineer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,3.5-4.2 LPA,"CI/CD, GitHub Actions, Docker, Kubernetes, Prometheus, Grafana","Seeking a motivated DevOps Engineer to strengthen our Surat team. Experience with CI/CD, GitHub Actions, Docker is mandatory. Participate in sprint planning, code reviews, and technical documentation.",DevOps,Part-time,2026-03-20,Naukri,0.0,385000.0
Frontend Developer,Tata Consultancy Services,"Surat, Gujarat, India",Surat,2-4 years,Not Disclosed,"React, Node.js, JavaScript, HTML, CSS, MongoDB","We are hiring a talented Frontend Developer for our Surat development centre. You will leverage your expertise in React, Node.js, JavaScript to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Part-time,2026-01-29,Glassdoor,2.0,
Infrastructure Engineer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,10+ years,41.7-56.5 LPA,"CI/CD, GitHub Actions, Docker, Kubernetes, Prometheus, Grafana","We are hiring a talented Infrastructure Engineer for our Surat development centre. You will leverage your expertise in CI/CD, GitHub Actions, Docker to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",DevOps,Contract,2026-03-23,Glassdoor,10.0,4910000.0
Mobile App Developer,Softvan Pvt Ltd,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹6,173/month","iOS, Swift, SwiftUI, Xcode, Core Data","Seeking a motivated Mobile App Developer to strengthen our Surat team. Experience with iOS, Swift, SwiftUI is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Mobile App Development,Internship,2026-01-04,Indeed,0.0,74076.0
Software Developer,Infosys BPO,"Surat, Gujarat, India",Surat,4-6 years,12.4-19.5 LPA,"Python, Django, REST API, PostgreSQL, Docker","We are hiring a talented Software Developer for our Surat development centre. You will leverage your expertise in Python, Django, REST API to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Software Development,Full-time,2026-02-16,Naukri,4.0,1595000.0
Business Analyst,Synarion IT Solutions,"Surat, Gujarat, India",Surat,10+ years,Not Disclosed,"Tableau, SQL, Python, Google Analytics, Looker","We are looking for a passionate Business Analyst to join our growing team in Surat. You will work with Tableau, SQL, Python and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Analytics,Contract,2026-03-04,LinkedIn,10.0,
Platform Engineer,Synarion IT Solutions,"Surat, Gujarat, India",Surat,10+ years,47.9-58.5 LPA,"CI/CD, GitHub Actions, Docker, Kubernetes, Prometheus, Grafana","Seeking a motivated Platform Engineer to strengthen our Surat team. Experience with CI/CD, GitHub Actions, Docker is mandatory. Participate in sprint planning, code reviews, and technical documentation.",DevOps,Full-time,2026-03-09,LinkedIn,10.0,5320000.0
Django Developer,Arrant Technologies,"Surat, Gujarat, India",Surat,4-6 years,13.2-20.4 LPA,"Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript","Seeking a motivated Django Developer to strengthen our Surat team. Experience with Next.js, React, Node.js is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Part-time,2026-02-18,Glassdoor,4.0,1679999.9999999998
UI/UX Designer,Orion InfoSolutions,"Surat, Gujarat, India",Surat,5-8 years,17.8-27.1 LPA,"Adobe Illustrator, Figma, Motion Design, Design Systems","We are looking for a passionate UI/UX Designer to join our growing team in Surat. You will work with Adobe Illustrator, Figma, Motion Design and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",UI / UX Design,Full-time,2025-12-27,Indeed,5.0,2245000.0000000005
Backend Developer,Dev Technosys,"Surat, Gujarat, India",Surat,5-8 years,17.8-23.2 LPA,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","Join our dynamic IT team as a Backend Developer. Responsibilities include designing, developing, and maintaining solutions using PHP, Laravel, MySQL. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Part-time,2026-03-16,LinkedIn,5.0,2050000.0
Network Administrator,Technosoft Solutions,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹17,048/month","Cisco, CCNA, Routing, Switching, OSPF, BGP","Seeking a motivated Network Administrator to strengthen our Surat team. Experience with Cisco, CCNA, Routing is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Network Engineering,Internship,2026-02-28,LinkedIn,0.0,204576.0
Senior Data Engineer,DigiPrima Technologies,"Surat, Gujarat, India",Surat,10+ years,51.1-57.3 LPA,"PySpark, Databricks, Snowflake, dbt, BigQuery, Python","We are hiring a talented Senior Data Engineer for our Surat development centre. You will leverage your expertise in PySpark, Databricks, Snowflake to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Engineering,Part-time,2025-12-28,Naukri,10.0,5420000.0
Machine Learning Engineer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,1-3 years,4.8-8.0 LPA,"Python, LLM, Hugging Face, Transformers, LangChain, RAG","We are hiring a talented Machine Learning Engineer for our Surat development centre. You will leverage your expertise in Python, LLM, Hugging Face to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Artificial Intelligence / Machine Learning,Full-time,2026-02-18,Indeed,1.0,640000.0
Software Engineer,Infowind Technologies,"Surat, Gujarat, India",Surat,7-10 years,23.2-39.7 LPA,"Go, Microservices, Docker, PostgreSQL, gRPC","We are hiring a talented Software Engineer for our Surat development centre. You will leverage your expertise in Go, Microservices, Docker to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Software Development,Part-time,2026-01-04,LinkedIn,0.0,3145000.0000000005
Power BI Developer,Softvan Pvt Ltd,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹6,818/month","Power BI, DAX, SQL Server, Excel, Power Query","We are hiring a talented Power BI Developer for our Surat development centre. You will leverage your expertise in Power BI, DAX, SQL Server to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Analytics,Internship,2026-01-14,Naukri,0.0,81816.0
CCNA Engineer,DigiPrima Technologies,"Surat, Gujarat, India",Surat,7-10 years,26.2-43.3 LPA,"Network Administration, Firewalls, VPN, LAN, WAN","We are looking for a passionate CCNA Engineer to join our growing team in Surat. You will work with Network Administration, Firewalls, VPN and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Network Engineering,Part-time,2026-01-24,Naukri,0.0,3475000.0
Azure Cloud Engineer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,10+ years,Not Disclosed,"Azure, Azure DevOps, ARM Templates, Azure Functions","Join our dynamic IT team as a Azure Cloud Engineer. Responsibilities include designing, developing, and maintaining solutions using Azure, Azure DevOps, ARM Templates. Be part of an innovative team solving real-world problems for enterprise clients.",Cloud Computing,Full-time,2026-03-08,Naukri,10.0,
React Developer,Infowind Technologies,"Surat, Gujarat, India",Surat,7-10 years,25.7-44.7 LPA,"React, Node.js, JavaScript, HTML, CSS, MongoDB","We are hiring a talented React Developer for our Surat development centre. You will leverage your expertise in React, Node.js, JavaScript to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Part-time,2026-03-06,Indeed,0.0,3520000.0000000005
Android Developer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,5-8 years,17.0-25.9 LPA,"Flutter, Dart, Firebase, REST API, Android, iOS","Join our dynamic IT team as a Android Developer. Responsibilities include designing, developing, and maintaining solutions using Flutter, Dart, Firebase. Be part of an innovative team solving real-world problems for enterprise clients.",Mobile App Development,Full-time,2026-01-12,Naukri,5.0,2145000.0
Senior Software Engineer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,10+ years,41.1-52.6 LPA,"Java, Spring Boot, Microservices, REST API, MySQL","Join our dynamic IT team as a Senior Software Engineer. Responsibilities include designing, developing, and maintaining solutions using Java, Spring Boot, Microservices. Be part of an innovative team solving real-world problems for enterprise clients.",Software Development,Part-time,2026-03-08,Naukri,10.0,4685000.0
Product Manager,Mobisoft Infotech,"Surat, Gujarat, India",Surat,3-5 years,9.1-12.8 LPA,"Product Strategy, Market Research, OKRs, Confluence, Agile","Exciting opportunity for an experienced Product Manager at our Surat office. The ideal candidate will have hands-on experience with Product Strategy, Market Research, OKRs, excellent communication skills, and a track record of delivering projects on time.",Product Management,Part-time,2025-12-26,Glassdoor,3.0,1095000.0
Frontend Developer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹6,740/month","Django, Python, PostgreSQL, React, REST API","Seeking a motivated Frontend Developer to strengthen our Surat team. Experience with Django, Python, PostgreSQL is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Internship,2026-02-21,Naukri,0.0,80880.0
Junior Data Scientist,Infowind Technologies,"Surat, Gujarat, India",Surat,5-8 years,17.6-24.7 LPA,"Python, Data Science, Machine Learning, SQL, Tableau","Join our dynamic IT team as a Junior Data Scientist. Responsibilities include designing, developing, and maintaining solutions using Python, Data Science, Machine Learning. Be part of an innovative team solving real-world problems for enterprise clients.",Data Science,Full-time,2026-02-26,LinkedIn,5.0,2115000.0
Power BI Developer,WebMob Technologies,"Surat, Gujarat, India",Surat,10+ years,Not Disclosed,"Tableau, SQL, Python, Google Analytics, Looker","Join our dynamic IT team as a Power BI Developer. Responsibilities include designing, developing, and maintaining solutions using Tableau, SQL, Python. Be part of an innovative team solving real-world problems for enterprise clients.",Data Analytics,Part-time,2025-12-25,LinkedIn,10.0,
SDET,Technosoft Solutions,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹16,405/month","Cypress, JavaScript, Postman, API Testing, JIRA","Exciting opportunity for an experienced SDET at our Surat office. The ideal candidate will have hands-on experience with Cypress, JavaScript, Postman, excellent communication skills, and a track record of delivering projects on time.",QA / Software Testing,Internship,2026-02-23,Glassdoor,0.0,196860.0
NoSQL Engineer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹12,338/month","MySQL, PostgreSQL, Oracle DBA, Performance Tuning, SQL","Seeking a motivated NoSQL Engineer to strengthen our Surat team. Experience with MySQL, PostgreSQL, Oracle DBA is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Database Administration,Internship,2026-02-24,Naukri,0.0,148056.0
Test Analyst,Tata Consultancy Services,"Surat, Gujarat, India",Surat,7-10 years,27.0-36.1 LPA,"Appium, Mobile Testing, Java, TestNG, BDD, Cucumber","Join our dynamic IT team as a Test Analyst. Responsibilities include designing, developing, and maintaining solutions using Appium, Mobile Testing, Java. Be part of an innovative team solving real-world problems for enterprise clients.",QA / Software Testing,Full-time,2026-03-04,LinkedIn,0.0,3155000.0
Data Engineer,Infosys BPO,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,2.5-4.4 LPA,"PySpark, Databricks, Snowflake, dbt, BigQuery, Python","Seeking a motivated Data Engineer to strengthen our Surat team. Experience with PySpark, Databricks, Snowflake is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Engineering,Part-time,2025-12-24,Glassdoor,0.0,345000.0
GCP Engineer,Synarion IT Solutions,"Surat, Gujarat, India",Surat,1-3 years,5.9-6.3 LPA,"Azure, Azure DevOps, ARM Templates, Azure Functions","We are hiring a talented GCP Engineer for our Surat development centre. You will leverage your expertise in Azure, Azure DevOps, ARM Templates to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Cloud Computing,Part-time,2025-12-31,Naukri,1.0,610000.0
Unity Developer,DigiPrima Technologies,"Surat, Gujarat, India",Surat,2-4 years,6.1-10.4 LPA,"Unreal Engine, C++, Blueprint, Game Design","Seeking a motivated Unity Developer to strengthen our Surat team. Experience with Unreal Engine, C++, Blueprint is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Game Development,Contract,2025-12-23,Glassdoor,2.0,825000.0
iOS Developer,Tata Consultancy Services,"Surat, Gujarat, India",Surat,1-3 years,5.1-6.6 LPA,"iOS, Swift, SwiftUI, Xcode, Core Data","Join our dynamic IT team as a iOS Developer. Responsibilities include designing, developing, and maintaining solutions using iOS, Swift, SwiftUI. Be part of an innovative team solving real-world problems for enterprise clients.",Mobile App Development,Part-time,2025-12-24,Glassdoor,1.0,585000.0
Ethical Hacker,Infowind Technologies,"Surat, Gujarat, India",Surat,1-3 years,5.0-7.8 LPA,"SOC Analyst, SIEM, Splunk, Incident Response, Threat Intelligence","We are looking for a passionate Ethical Hacker to join our growing team in Surat. You will work with SOC Analyst, SIEM, Splunk and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Cybersecurity,Part-time,2026-03-17,Indeed,1.0,640000.0
Node.js Developer,Infosys BPO,"Surat, Gujarat, India",Surat,5-8 years,20.9-26.9 LPA,"Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript","Seeking a motivated Node.js Developer to strengthen our Surat team. Experience with Next.js, React, Node.js is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Full-time,2026-03-06,Indeed,5.0,2390000.0
Technical Product Manager,Arrant Technologies,"Surat, Gujarat, India",Surat,3-5 years,11.6-14.0 LPA,"Product Management, Agile, Scrum, JIRA, Roadmap","Join our dynamic IT team as a Technical Product Manager. Responsibilities include designing, developing, and maintaining solutions using Product Management, Agile, Scrum. Be part of an innovative team solving real-world problems for enterprise clients.",Product Management,Full-time,2026-03-17,LinkedIn,3.0,1280000.0
Angular Developer,WebMob Technologies,"Surat, Gujarat, India",Surat,10+ years,51.7-52.9 LPA,"React, Node.js, JavaScript, HTML, CSS, MongoDB","Seeking a motivated Angular Developer to strengthen our Surat team. Experience with React, Node.js, JavaScript is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Full-time,2025-12-26,LinkedIn,10.0,5230000.0
Salesforce Developer,QSS Technosoft,"Surat, Gujarat, India",Surat,7-10 years,25.4-34.2 LPA,"Salesforce, Apex, Lightning, Visualforce, CRM","We are looking for a passionate Salesforce Developer to join our growing team in Surat. You will work with Salesforce, Apex, Lightning and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",ERP / Enterprise Systems,Part-time,2026-02-22,Glassdoor,0.0,2980000.0
Infrastructure Engineer,Softobiz Technologies,"Surat, Gujarat, India",Surat,7-10 years,27.6-41.2 LPA,"GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","Join our dynamic IT team as a Infrastructure Engineer. Responsibilities include designing, developing, and maintaining solutions using GitLab CI, Docker, AWS EKS. Be part of an innovative team solving real-world problems for enterprise clients.",DevOps,Part-time,2026-01-12,Indeed,0.0,3440000.0000000005
BI Developer,WebMob Technologies,"Surat, Gujarat, India",Surat,4-6 years,14.4-21.9 LPA,"Power BI, DAX, SQL Server, Excel, Power Query","Exciting opportunity for an experienced BI Developer at our Surat office. The ideal candidate will have hands-on experience with Power BI, DAX, SQL Server, excellent communication skills, and a track record of delivering projects on time.",Data Analytics,Full-time,2026-03-17,LinkedIn,4.0,1814999.9999999998
