job_title,company_name,location,city,experience,salary,skills,job_description,job_domain,job_type,date_posted,source_portal,experience_years,salary_annual_inr
QA Engineer,Technosoft Solutions,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹10,745/month","Selenium, Python, TestNG, JUnit, Automation Testing","Join our dynamic IT team as a QA Engineer. Responsibilities include designing, developing, and maintaining solutions using Selenium, Python, TestNG. Be part of an innovative team solving real-world problems for enterprise clients.",QA / Software Testing,Internship,2026-01-20,Indeed,0.0,128940.0
IT Support Engineer,Orion InfoSolutions,"Surat, Gujarat, India",Surat,5-8 years,18.2-28.9 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","Join our dynamic IT team as a IT Support Engineer. Responsibilities include designing, developing, and maintaining solutions using L2 Support, ITIL, ServiceNow. Be part of an innovative team solving real-world problems for enterprise clients.",Technical Support / IT Operations,Full-time,2025-12-26,Naukri,5.0,2354999.9999999995
Junior Data Scientist,IndiaNIC Infotech,"Surat, Gujarat, India",Surat,2-4 years,7.2-11.3 LPA,"Python, R, Statistics, Pandas, NumPy, Matplotlib","Seeking a motivated Junior Data Scientist to strengthen our Surat team. Experience with Python, R, Statistics is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Science,Full-time,2026-01-10,Naukri,2.0,925000.0
Junior Software Developer,IndiaNIC Infotech,"Surat, Gujarat, India",Surat,7-10 years,24.8-39.1 LPA,"Go, Microservices, Docker, PostgreSQL, gRPC","We are looking for a passionate Junior Software Developer to join our growing team in Surat. You will work with Go, Microservices, Docker and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Software Development,Part-time,2026-01-22,Naukri,0.0,3195000.0000000005
SDET,CMARIX Technolabs,"Surat, Gujarat, India",Surat,4-6 years,13.9-17.8 LPA,"Appium, Mobile Testing, Java, TestNG, BDD, Cucumber","We are looking for a passionate SDET to join our growing team in Surat. You will work with Appium, Mobile Testing, Java and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",QA / Software Testing,Full-time,2026-02-24,Naukri,4.0,1585000.0000000002
Site Reliability Engineer,Infowind Technologies,"Surat, Gujarat, India",Surat,4-6 years,16.3-21.8 LPA,"GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","We are looking for a passionate Site Reliability Engineer to join our growing team in Surat. You will work with GitLab CI, Docker, AWS EKS and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",DevOps,Contract,2026-01-22,Glassdoor,4.0,1905000.0
Senior Data Engineer,Tata Consultancy Services,"Surat, Gujarat, India",Surat,3-5 years,10.9-14.8 LPA,"Python, ETL, Hadoop, Hive, HDFS, Data Pipeline","Join our dynamic IT team as a Senior Data Engineer. Responsibilities include designing, developing, and maintaining solutions using Python, ETL, Hadoop. Be part of an innovative team solving real-world problems for enterprise clients.",Data Engineering,Contract,2026-02-03,Indeed,3.0,1285000.0000000002
Platform Engineer,Infowind Technologies,"Surat, Gujarat, India",Surat,10+ years,Not Disclosed,"CI/CD, GitHub Actions, Docker, Kubernetes, Prometheus, Grafana","Seeking a motivated Platform Engineer to strengthen our Surat team. Experience with CI/CD, GitHub Actions, Docker is mandatory. Participate in sprint planning, code reviews, and technical documentation.",DevOps,Part-time,2026-01-17,Indeed,10.0,
Unreal Engine Developer,DigiPrima Technologies,"Surat, Gujarat, India",Surat,1-3 years,6.0-7.3 LPA,"Unreal Engine, C++, Blueprint, Game Design","Join our dynamic IT team as a Unreal Engine Developer. Responsibilities include designing, developing, and maintaining solutions using Unreal Engine, C++, Blueprint. Be part of an innovative team solving real-world problems for enterprise clients.",Game Development,Full-time,2026-02-18,Glassdoor,1.0,665000.0
Product Designer,WebMob Technologies,"Surat, Gujarat, India",Surat,3-5 years,10.6-14.7 LPA,"Figma, Adobe XD, Sketch, Prototyping, Wireframing","We are hiring a talented Product Designer for our Surat development centre. You will leverage your expertise in Figma, Adobe XD, Sketch to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",UI / UX Design,Contract,2025-12-30,Naukri,3.0,1264999.9999999998
SAP Consultant,HData Systems,"Surat, Gujarat, India",Surat,7-10 years,28.7-44.9 LPA,"Salesforce, Apex, Lightning, Visualforce, CRM","We are looking for a passionate SAP Consultant to join our growing team in Surat. You will work with Salesforce, Apex, Lightning and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",ERP / Enterprise Systems,Part-time,2026-02-08,Glassdoor,0.0,3680000.0
Senior Data Scientist,Mobisoft Infotech,"Surat, Gujarat, India",Surat,10+ years,49.8-67.2 LPA,"Python, scikit-learn, Statistical Analysis, A/B Testing, Pandas","Join our dynamic IT team as a Senior Data Scientist. Responsibilities include designing, developing, and maintaining solutions using Python, scikit-learn, Statistical Analysis. Be part of an innovative team solving real-world problems for enterprise clients.",Data Science,Contract,2026-02-28,Indeed,10.0,5850000.0
Azure Cloud Engineer,Orion InfoSolutions,"Surat, Gujarat, India",Surat,4-6 years,12.3-20.2 LPA,"Azure, Azure DevOps, ARM Templates, Azure Functions","We are hiring a talented Azure Cloud Engineer for our Surat development centre. You will leverage your expertise in Azure, Azure DevOps, ARM Templates to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Cloud Computing,Full-time,2026-01-03,Glassdoor,4.0,1625000.0
React Developer,HData Systems,"Surat, Gujarat, India",Surat,10+ years,48.6-61.0 LPA,"Vue.js, Laravel, PHP, MySQL, REST API, Docker","Exciting opportunity for an experienced React Developer at our Surat office. The ideal candidate will have hands-on experience with Vue.js, Laravel, PHP, excellent communication skills, and a track record of delivering projects on time.",Web Development,Full-time,2026-03-01,LinkedIn,10.0,5480000.0
Flutter Developer,Dev Technosys,"Surat, Gujarat, India",Surat,4-6 years,15.8-19.4 LPA,"Flutter, Dart, Firebase, REST API, Android, iOS","Seeking a motivated Flutter Developer to strengthen our Surat team. Experience with Flutter, Dart, Firebase is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Mobile App Development,Full-time,2026-03-12,LinkedIn,4.0,1760000.0000000002
Flutter Developer,IndiaNIC Infotech,"Surat, Gujarat, India",Surat,4-6 years,13.5-18.5 LPA,"iOS, Swift, SwiftUI, Xcode, Core Data","We are looking for a passionate Flutter Developer to join our growing team in Surat. You will work with iOS, Swift, SwiftUI and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Mobile App Development,Full-time,2026-01-06,LinkedIn,4.0,1600000.0
Oracle ERP Consultant,WebMob Technologies,"Surat, Gujarat, India",Surat,5-8 years,17.2-29.3 LPA,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","Exciting opportunity for an experienced Oracle ERP Consultant at our Surat office. The ideal candidate will have hands-on experience with SAP Basis, SAP Hana, SAP BW, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Full-time,2026-03-21,Glassdoor,5.0,2325000.0
Senior Software Engineer,Tata Consultancy Services,"Surat, Gujarat, India",Surat,2-4 years,7.1-10.9 LPA,"Python, Django, REST API, PostgreSQL, Docker","We are looking for a passionate Senior Software Engineer to join our growing team in Surat. You will work with Python, Django, REST API and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Software Development,Full-time,2026-01-03,Naukri,2.0,900000.0
Frontend Developer,Technosoft Solutions,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,3.0-4.2 LPA,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","We are looking for a passionate Frontend Developer to join our growing team in Surat. You will work with PHP, Laravel, MySQL and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Part-time,2026-01-22,Naukri,0.0,360000.0
Platform Engineer,Softvan Pvt Ltd,"Surat, Gujarat, India",Surat,1-3 years,4.9-8.0 LPA,"Docker, Kubernetes, Jenkins, AWS, Terraform, Ansible","Exciting opportunity for an experienced Platform Engineer at our Surat office. The ideal candidate will have hands-on experience with Docker, Kubernetes, Jenkins, excellent communication skills, and a track record of delivering projects on time.",DevOps,Full-time,2026-03-17,Naukri,1.0,645000.0
Full Stack Developer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹9,024/month","PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","Seeking a motivated Full Stack Developer to strengthen our Surat team. Experience with PHP, Laravel, MySQL is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Internship,2026-03-12,Indeed,0.0,108288.0
iOS Developer,Technosoft Solutions,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹17,535/month","React Native, JavaScript, Redux, Firebase, Expo","Join our dynamic IT team as a iOS Developer. Responsibilities include designing, developing, and maintaining solutions using React Native, JavaScript, Redux. Be part of an innovative team solving real-world problems for enterprise clients.",Mobile App Development,Internship,2025-12-25,Glassdoor,0.0,210420.0
Platform Engineer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,1-3 years,Not Disclosed,"GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","We are looking for a passionate Platform Engineer to join our growing team in Surat. You will work with GitLab CI, Docker, AWS EKS and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",DevOps,Part-time,2026-01-07,LinkedIn,1.0,
Tableau Developer,Dev Technosys,"Surat, Gujarat, India",Surat,2-4 years,6.1-11.1 LPA,"Power BI, DAX, SQL Server, Excel, Power Query","Seeking a motivated Tableau Developer to strengthen our Surat team. Experience with Power BI, DAX, SQL Server is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Full-time,2026-03-07,Glassdoor,2.0,860000.0
Power BI Developer,HData Systems,"Surat, Gujarat, India",Surat,10+ years,46.5-52.7 LPA,"Power BI, SQL, Excel, Python, Data Visualization","Join our dynamic IT team as a Power BI Developer. Responsibilities include designing, developing, and maintaining solutions using Power BI, SQL, Excel. Be part of an innovative team solving real-world problems for enterprise clients.",Data Analytics,Full-time,2026-01-15,Naukri,10.0,4960000.0
L2 Support Engineer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,3.1-4.3 LPA,"Technical Support, Windows Server, Active Directory, Help Desk","Exciting opportunity for an experienced L2 Support Engineer at our Surat office. The ideal candidate will have hands-on experience with Technical Support, Windows Server, Active Directory, excellent communication skills, and a track record of delivering projects on time.",Technical Support / IT Operations,Part-time,2026-03-02,Naukri,0.0,370000.0
Django Developer,Synarion IT Solutions,"Surat, Gujarat, India",Surat,5-8 years,17.6-27.5 LPA,"Vue.js, Laravel, PHP, MySQL, REST API, Docker","Seeking a motivated Django Developer to strengthen our Surat team. Experience with Vue.js, Laravel, PHP is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Full-time,2026-02-21,Indeed,5.0,2255000.0
Django Developer,Dev Technosys,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹6,780/month","Django, Python, PostgreSQL, React, REST API","Join our dynamic IT team as a Django Developer. Responsibilities include designing, developing, and maintaining solutions using Django, Python, PostgreSQL. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Internship,2026-01-19,Glassdoor,0.0,81360.0
Data Scientist,ValueSoft Technologies,"Surat, Gujarat, India",Surat,7-10 years,22.0-34.5 LPA,"Python, R, Statistics, Pandas, NumPy, Matplotlib","Seeking a motivated Data Scientist to strengthen our Surat team. Experience with Python, R, Statistics is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Science,Contract,2026-01-03,Naukri,0.0,2825000.0
Interaction Designer,Infowind Technologies,"Surat, Gujarat, India",Surat,10+ years,49.3-67.3 LPA,"Adobe Illustrator, Figma, Motion Design, Design Systems","We are looking for a passionate Interaction Designer to join our growing team in Surat. You will work with Adobe Illustrator, Figma, Motion Design and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",UI / UX Design,Full-time,2026-01-03,Indeed,10.0,5830000.0
QA Lead,Dev Technosys,"Surat, Gujarat, India",Surat,1-3 years,4.0-6.7 LPA,"Appium, Mobile Testing, Java, TestNG, BDD, Cucumber","Exciting opportunity for an experienced QA Lead at our Surat office. The ideal candidate will have hands-on experience with Appium, Mobile Testing, Java, excellent communication skills, and a track record of delivering projects on time.",QA / Software Testing,Part-time,2026-02-14,Naukri,1.0,535000.0
SAP Consultant,Technosoft Solutions,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹17,327/month","SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","Exciting opportunity for an experienced SAP Consultant at our Surat office. The ideal candidate will have hands-on experience with SAP Basis, SAP Hana, SAP BW, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Internship,2026-01-30,LinkedIn,0.0,207924.0
ML Engineer,Technosoft Solutions,"Surat, Gujarat, India",Surat,10+ years,51.7-54.9 LPA,"Python, NLP, BERT, GPT, Text Classification, spaCy","Seeking a motivated ML Engineer to strengthen our Surat team. Experience with Python, NLP, BERT is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Artificial Intelligence / Machine Learning,Part-time,2026-01-15,Glassdoor,10.0,5330000.0
Oracle ERP Consultant,Synarion IT Solutions,"Surat, Gujarat, India",Surat,4-6 years,14.3-17.7 LPA,"Salesforce, Apex, Lightning, Visualforce, CRM","Join our dynamic IT team as a Oracle ERP Consultant. Responsibilities include designing, developing, and maintaining solutions using Salesforce, Apex, Lightning. Be part of an innovative team solving real-world problems for enterprise clients.",ERP / Enterprise Systems,Full-time,2025-12-24,Glassdoor,4.0,1600000.0
NoSQL Engineer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,5-8 years,20.4-25.0 LPA,"MongoDB, Cassandra, Redis, NoSQL, Database Design","Exciting opportunity for an experienced NoSQL Engineer at our Surat office. The ideal candidate will have hands-on experience with MongoDB, Cassandra, Redis, excellent communication skills, and a track record of delivering projects on time.",Database Administration,Full-time,2025-12-27,LinkedIn,5.0,2270000.0
Full Stack Developer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,5-8 years,19.4-27.0 LPA,"Django, Python, PostgreSQL, React, REST API","Seeking a motivated Full Stack Developer to strengthen our Surat team. Experience with Django, Python, PostgreSQL is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Full-time,2026-01-29,Naukri,5.0,2320000.0
Senior Software Engineer,Orion InfoSolutions,"Surat, Gujarat, India",Surat,2-4 years,6.6-10.6 LPA,"C#, .NET Core, ASP.NET, SQL Server, Angular","Join our dynamic IT team as a Senior Software Engineer. Responsibilities include designing, developing, and maintaining solutions using C#, .NET Core, ASP.NET. Be part of an innovative team solving real-world problems for enterprise clients.",Software Development,Part-time,2026-01-25,Naukri,2.0,860000.0
Java Full Stack Developer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,7-10 years,30.0-34.0 LPA,"Angular, TypeScript, Spring Boot, Java, MySQL","Join our dynamic IT team as a Java Full Stack Developer. Responsibilities include designing, developing, and maintaining solutions using Angular, TypeScript, Spring Boot. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Contract,2026-01-29,LinkedIn,0.0,3200000.0
Penetration Tester,Infosys BPO,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,3.6-4.8 LPA,"SOC Analyst, SIEM, Splunk, Incident Response, Threat Intelligence","Seeking a motivated Penetration Tester to strengthen our Surat team. Experience with SOC Analyst, SIEM, Splunk is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Cybersecurity,Full-time,2026-02-23,Indeed,0.0,420000.0
ETL Developer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,3-5 years,Not Disclosed,"Python, ETL, Hadoop, Hive, HDFS, Data Pipeline","We are hiring a talented ETL Developer for our Surat development centre. You will leverage your expertise in Python, ETL, Hadoop to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Engineering,Full-time,2026-03-01,LinkedIn,3.0,
Data Scientist,Infosys BPO,"Surat, Gujarat, India",Surat,7-10 years,23.5-40.2 LPA,"Python, Data Science, Machine Learning, SQL, Tableau","Join our dynamic IT team as a Data Scientist. Responsibilities include designing, developing, and maintaining solutions using Python, Data Science, Machine Learning. Be part of an innovative team solving real-world problems for enterprise clients.",Data Science,Contract,2026-02-09,Indeed,0.0,3185000.0
Business Analyst,WebMob Technologies,"Surat, Gujarat, India",Surat,5-8 years,21.9-25.1 LPA,"Power BI, SQL, Excel, Python, Data Visualization","Seeking a motivated Business Analyst to strengthen our Surat team. Experience with Power BI, SQL, Excel is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Part-time,2026-01-12,Naukri,5.0,2350000.0
iOS Developer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹13,055/month","React Native, JavaScript, Redux, Firebase, Expo","Seeking a motivated iOS Developer to strengthen our Surat team. Experience with React Native, JavaScript, Redux is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Mobile App Development,Internship,2026-03-12,LinkedIn,0.0,156660.0
Backend Engineer,Technosoft Solutions,"Surat, Gujarat, India",Surat,2-4 years,6.6-10.9 LPA,"Java, Spring Boot, Microservices, REST API, MySQL","We are looking for a passionate Backend Engineer to join our growing team in Surat. You will work with Java, Spring Boot, Microservices and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Software Development,Part-time,2025-12-26,Naukri,2.0,875000.0
Angular Developer,Softvan Pvt Ltd,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹11,766/month","Django, Python, PostgreSQL, React, REST API","We are hiring a talented Angular Developer for our Surat development centre. You will leverage your expertise in Django, Python, PostgreSQL to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Internship,2026-01-31,Indeed,0.0,141192.0
Data Analyst,Technosoft Solutions,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,2.6-4.8 LPA,"Tableau, SQL, Python, Google Analytics, Looker","Seeking a motivated Data Analyst to strengthen our Surat team. Experience with Tableau, SQL, Python is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Part-time,2026-01-18,Naukri,0.0,370000.0
Tableau Developer,WebMob Technologies,"Surat, Gujarat, India",Surat,7-10 years,25.4-43.7 LPA,"Power BI, SQL, Excel, Python, Data Visualization","Exciting opportunity for an experienced Tableau Developer at our Surat office. The ideal candidate will have hands-on experience with Power BI, SQL, Excel, excellent communication skills, and a track record of delivering projects on time.",Data Analytics,Part-time,2025-12-31,Indeed,0.0,3454999.9999999995
IT Support Engineer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,1-3 years,4.5-6.4 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","We are looking for a passionate IT Support Engineer to join our growing team in Surat. You will work with L2 Support, ITIL, ServiceNow and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Technical Support / IT Operations,Part-time,2026-02-09,Indeed,1.0,545000.0
Android Developer,DigiPrima Technologies,"Surat, Gujarat, India",Surat,1-3 years,4.9-7.2 LPA,"Flutter, Dart, Firebase, REST API, Android, iOS","We are hiring a talented Android Developer for our Surat development centre. You will leverage your expertise in Flutter, Dart, Firebase to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Mobile App Development,Full-time,2026-01-08,LinkedIn,1.0,605000.0000000001
Site Reliability Engineer,Softobiz Technologies,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹16,621/month","GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","Join our dynamic IT team as a Site Reliability Engineer. Responsibilities include designing, developing, and maintaining solutions using GitLab CI, Docker, AWS EKS. Be part of an innovative team solving real-world problems for enterprise clients.",DevOps,Internship,2026-01-20,Glassdoor,0.0,199452.0
Salesforce Developer,Softvan Pvt Ltd,"Surat, Gujarat, India",Surat,4-6 years,Not Disclosed,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","Exciting opportunity for an experienced Salesforce Developer at our Surat office. The ideal candidate will have hands-on experience with SAP Basis, SAP Hana, SAP BW, excellent communication skills, and a track record of delivering projects on time.",ERP / Enterprise Systems,Contract,2026-03-14,LinkedIn,4.0,
NoSQL Engineer,Tata Consultancy Services,"Surat, Gujarat, India",Surat,7-10 years,25.0-43.8 LPA,"SQL Server, SSRS, SSIS, T-SQL, Database Administration","Seeking a motivated NoSQL Engineer to strengthen our Surat team. Experience with SQL Server, SSRS, SSIS is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Database Administration,Full-time,2025-12-30,LinkedIn,0.0,3440000.0
Machine Learning Engineer,Synarion IT Solutions,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹12,656/month","Python, ML Engineer, MLflow, Kubeflow, Feature Store","Seeking a motivated Machine Learning Engineer to strengthen our Surat team. Experience with Python, ML Engineer, MLflow is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Artificial Intelligence / Machine Learning,Internship,2026-02-01,LinkedIn,0.0,151872.0
Flutter Developer,CMARIX Technolabs,"Surat, Gujarat, India",Surat,2-4 years,7.7-10.7 LPA,"React Native, JavaScript, Redux, Firebase, Expo","Exciting opportunity for an experienced Flutter Developer at our Surat office. The ideal candidate will have hands-on experience with React Native, JavaScript, Redux, excellent communication skills, and a track record of delivering projects on time.",Mobile App Development,Full-time,2026-03-05,Glassdoor,2.0,920000.0
Lead Data Scientist,Infosys BPO,"Surat, Gujarat, India",Surat,3-5 years,9.1-12.9 LPA,"Python, Data Science, Machine Learning, SQL, Tableau","We are looking for a passionate Lead Data Scientist to join our growing team in Surat. You will work with Python, Data Science, Machine Learning and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Science,Full-time,2026-01-16,Glassdoor,3.0,1100000.0
ETL Developer,Arrant Technologies,"Surat, Gujarat, India",Surat,10+ years,36.8-69.4 LPA,"PySpark, Databricks, Snowflake, dbt, BigQuery, Python","Join our dynamic IT team as a ETL Developer. Responsibilities include designing, developing, and maintaining solutions using PySpark, Databricks, Snowflake. Be part of an innovative team solving real-world problems for enterprise clients.",Data Engineering,Full-time,2026-02-16,Naukri,10.0,5310000.0
CI/CD Engineer,Mobisoft Infotech,"Surat, Gujarat, India",Surat,2-4 years,7.1-11.0 LPA,"GitLab CI, Docker, AWS EKS, Helm, ArgoCD, Terraform","We are hiring a talented CI/CD Engineer for our Surat development centre. You will leverage your expertise in GitLab CI, Docker, AWS EKS to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",DevOps,Part-time,2026-01-16,Glassdoor,2.0,905000.0
Senior Software Engineer,QSS Technosoft,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹5,098/month","Go, Microservices, Docker, PostgreSQL, gRPC","Seeking a motivated Senior Software Engineer to strengthen our Surat team. Experience with Go, Microservices, Docker is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Software Development,Internship,2026-03-06,Glassdoor,0.0,61176.0
Business Analyst,IndiaNIC Infotech,"Surat, Gujarat, India",Surat,4-6 years,12.8-20.0 LPA,"Power BI, SQL, Excel, Python, Data Visualization","Exciting opportunity for an experienced Business Analyst at our Surat office. The ideal candidate will have hands-on experience with Power BI, SQL, Excel, excellent communication skills, and a track record of delivering projects on time.",Data Analytics,Full-time,2025-12-29,LinkedIn,4.0,1639999.9999999998
Junior Software Developer,Arrant Technologies,"Surat, Gujarat, India",Surat,10+ years,Not Disclosed,"Java, Spring Boot, Microservices, REST API, MySQL","Seeking a motivated Junior Software Developer to strengthen our Surat team. Experience with Java, Spring Boot, Microservices is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Software Development,Full-time,2026-03-18,Glassdoor,10.0,
Embedded Software Engineer,DigiPrima Technologies,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹19,891/month","FPGA, VHDL, Verilog, Xilinx, Embedded Linux","Seeking a motivated Embedded Software Engineer to strengthen our Surat team. Experience with FPGA, VHDL, Verilog is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Embedded Systems / IoT,Internship,2026-01-21,LinkedIn,0.0,238692.0
PHP Developer,WebMob Technologies,"Surat, Gujarat, India",Surat,2-4 years,Not Disclosed,"Django, Python, PostgreSQL, React, REST API","Join our dynamic IT team as a PHP Developer. Responsibilities include designing, developing, and maintaining solutions using Django, Python, PostgreSQL. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Full-time,2026-02-03,Indeed,2.0,
Flutter Developer,Infowind Technologies,"Surat, Gujarat, India",Surat,7-10 years,24.0-43.9 LPA,"Flutter, Dart, Firebase, REST API, Android, iOS","We are looking for a passionate Flutter Developer to join our growing team in Surat. You will work with Flutter, Dart, Firebase and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Mobile App Development,Contract,2026-01-14,LinkedIn,0.0,3395000.0000000005
Power BI Developer,QSS Technosoft,"Surat, Gujarat, India",Surat,1-3 years,5.0-6.5 LPA,"Tableau, SQL, Python, Google Analytics, Looker","Join our dynamic IT team as a Power BI Developer. Responsibilities include designing, developing, and maintaining solutions using Tableau, SQL, Python. Be part of an innovative team solving real-world problems for enterprise clients.",Data Analytics,Full-time,2026-02-15,Glassdoor,1.0,575000.0
Performance Test Engineer,Orion InfoSolutions,"Surat, Gujarat, India",Surat,3-5 years,Not Disclosed,"Manual Testing, JIRA, Test Cases, Bug Reporting, Agile","We are looking for a passionate Performance Test Engineer to join our growing team in Surat. You will work with Manual Testing, JIRA, Test Cases and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",QA / Software Testing,Part-time,2025-12-30,Naukri,3.0,
BI Developer,Orion InfoSolutions,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹16,756/month","Power BI, DAX, SQL Server, Excel, Power Query","Seeking a motivated BI Developer to strengthen our Surat team. Experience with Power BI, DAX, SQL Server is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Internship,2026-01-21,LinkedIn,0.0,201072.0
Backend Engineer,Orion InfoSolutions,"Surat, Gujarat, India",Surat,4-6 years,15.7-21.3 LPA,"Go, Microservices, Docker, PostgreSQL, gRPC","We are hiring a talented Backend Engineer for our Surat development centre. You will leverage your expertise in Go, Microservices, Docker to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Software Development,Part-time,2026-02-22,Indeed,4.0,1850000.0
Business Analyst,Infowind Technologies,"Surat, Gujarat, India",Surat,7-10 years,Not Disclosed,"Power BI, SQL, Excel, Python, Data Visualization","Seeking a motivated Business Analyst to strengthen our Surat team. Experience with Power BI, SQL, Excel is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Contract,2026-01-01,Indeed,0.0,
Backend Developer,Arrant Technologies,"Surat, Gujarat, India",Surat,7-10 years,Not Disclosed,"Angular, TypeScript, Spring Boot, Java, MySQL","Join our dynamic IT team as a Backend Developer. Responsibilities include designing, developing, and maintaining solutions using Angular, TypeScript, Spring Boot. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Full-time,2026-02-02,Naukri,0.0,
Network Architect,Infosys BPO,"Surat, Gujarat, India",Surat,Fresher / 0-1 years,"₹8,025/month","Network Administration, Firewalls, VPN, LAN, WAN","We are looking for a passionate Network Architect to join our growing team in Surat. You will work with Network Administration, Firewalls, VPN and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Network Engineering,Internship,2025-12-29,Glassdoor,0.0,96300.0
CCNA Engineer,Infosys BPO,"Surat, Gujarat, India",Surat,3-5 years,9.4-14.6 LPA,"Cisco, CCNA, Routing, Switching, OSPF, BGP","We are looking for a passionate CCNA Engineer to join our growing team in Surat. You will work with Cisco, CCNA, Routing and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Network Engineering,Part-time,2026-03-12,LinkedIn,3.0,1200000.0
